listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
Newly Built 4bedroom Fully Detached Duplex,90000000,5,4,5,Ikota,Lekki,Lagos,,09036917125,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-4GLZP
5 Bedrooms Semi Detached Duplex,150000000,6,5,6,Bricks Estate Independence Layout,Enugu,Enugu,Serviced,08060036824,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-bricks-estate-independence-layout-enugu-enugu-9GMXX
Newly Built 3 Bedroom Flat And 2 Bedroom Flat,12500000,5,5,5,Mopo Aiyetoro Close To Ayobo,Ipaja,Lagos,,08180050503,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-mopo-aiyetoro-close-to-ayobo-ipaja-lagos-9GNFR
Two Plots Of Land,50000000,0,0,0,Ijaiye Ojokoro Abule,Egba,Lagos,,07026494004,4,https://www.propertypro.ng/property/land-for-sale-ijaiye-ojokoro-abule-egba-lagos-6GEXD
Land,2000000,0,0,0,Queens Park Estate Kuji,Kuje,Abuja,,08038131374,4,https://www.propertypro.ng/property/land-for-sale-queens-park-estate-kuji-kuje-abuja-5GQLC
2 Plot Of Residential Land,4000000, , , ,Off Obalufon Ejinrin Road Ijebu Ode,Ijebu,Ogun,,08056475988,4,https://www.propertypro.ng/property/land-for-sale-off-obalufon-ejinrin-road-ijebu-ode-ijebu-ogun-3FZCK
Bareland Measuring 650sqmt,70000000,0,0,0,Ropo Owolabi Street Morgan Estate,Ojodu,Lagos,,08086267650,1,https://www.propertypro.ng/property/land-for-sale-ropo-owolabi-street-morgan-estate-ojodu-lagos-3GMPM
Newly Built Mini Flat,13500000,1,1,2,Pedro Shomolu,Shomolu,Lagos,Newly Built,08062371593,1,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-pedro-shomolu-shomolu-lagos-6GSTS
3 Bedroom Bungalow With 2 Bedroom Flat,55000000,4,3,4,"Apo Resettlement Zone B,",Apo,Abuja,,08067992859,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-apo-resettlement-zone-b-apo-abuja-4GJHG
19 Hectares Educational Land,7500000000,0,0,0,Idu Industrial(institution And,Research),Abuja,,08056112401,1,https://www.propertypro.ng/property/land-for-sale-idu-industrialinstitution-and-research-abuja-5FPMA
Land. Upward Price Review Alert,45000000, , , ,The Maverick Estate.,Gbagada,Lagos,,09036917125,1,https://www.propertypro.ng/property/land-for-sale-the-maverick-estate-gbagada-lagos-2FKWQ
Perfect 5 Bedrooms Detached Duplex With Maiden Quarter,160000000, ,5,6,Royal Garden Estate Ajiwe,Ajah,Lagos,,08060629976,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-royal-garden-estate-ajiwe-ajah-lagos-8FAYP
4 Bedroom Fully Detached Duplex House With A Bq,90000000,0,4,0,,Lekki,Lagos,,08069604358,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-8EUHA
4 Bedroom Maisonette,180000000,0,4,0,Tunbridge Wells Estate Lekki Phase 1,Lekki,Lagos,,09087744002,1,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-tunbridge-wells-estate-lekki-phase-1-lekki-lagos-2FXYK
Executive 5 Bedroom Detached Duplex,130000000,6,5,6,Diamond Estate,Enugu,Enugu,Serviced,08060036824,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-diamond-estate-enugu-enugu-2GMXY
Nicely Built Of 3 Bedroom Flat,10000000,0,0,0,Ilupeju Estate Akobo Ojurin Akobo,Ibadan,Oyo,,09050518082,1,https://www.propertypro.ng/property/house-for-sale-ilupeju-estate-akobo-ojurin-akobo-ibadan-oyo-4GBZF
Newly Built And Nicely Furnished 3 Bedroom Semi Detached Bungalow,37000000,3,3,4,Lugbe,Lugbe,Abuja,Newly Built,09070732024,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lugbe-lugbe-abuja-3FXBH
4 Numbers Of 3 Bedroom Flat And 2 Numbers Of 2 Bedroom Flat,150000000,0,0,0,Amuwo,Odofin,Lagos,,08179585997,1,https://www.propertypro.ng/property/flat-apartment-for-sale-amuwo-odofin-lagos-7GGUH
500sqm Land,15000000, , , ,"Legit Covenant City, Adjacent Punch Headquarters. Arepo",Arepo,Ogun,,09036917125,1,https://www.propertypro.ng/property/land-for-sale-legit-covenant-city-adjacent-punch-headquarters-arepo-arepo-ogun-6GPHP
4 Bedroom Duplex,68000000,4,4,4, Osapa London,Lekki,Lagos,Newly Built,08182073205,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-3FEXW
A Filling Station,150000000,0,0,0,Shibiri Town Ajangbadi,Ojo,Lagos,,08023846690,1,https://www.propertypro.ng/property/commercial-property-for-sale-shibiri-town-ajangbadi-ojo-lagos-5EZGU
Functional 27 Rooms Hotel Space,1400000000,1,1,1,"Off Ligali Ayorinde Street, Victoria Island Extension Victoria",Island,Lagos,Furnished,08029251981,1,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-off-ligali-ayorinde-street-victoria-island-extension-victoria-island-lagos-6GNSL
Land,4000000,0,0,0,Ibeju,Ibeju-Lekki,Lagos,,09043135508,1,https://www.propertypro.ng/property/land-for-sale-ibeju-lekki-lagos-4GCUH
Newly Built 2 Bedroom Bungalow,8500000,2,2,2,Christopher University Mowe Obafemi,Owode,Ogun,FurnishedServicedNewly Built,08034787405,1,https://www.propertypro.ng/property/2-bedroom-house-for-sale-christopher-university-mowe-obafemi-owode-ogun-1GBZC
Residential Land Measuring 2700sqm,20000000, , , ,"Opposite Dunamis Church,",Lugbe,Abuja,,08056475988,2,https://www.propertypro.ng/property/land-for-sale-opposite-dunamis-church-lugbe-abuja-0FQYB
Land,1000000,0,0,0,Atan Ota Wynwood,Abeokuta,Ogun,,08138431284,2,https://www.propertypro.ng/property/land-for-sale-atan-ota-wynwood-abeokuta-ogun-5FZNB
Land,1500000,0,0,0,"Omi Eye Quarters, Oda Road",Akure,Ondo,,08056475988,2,https://www.propertypro.ng/property/land-for-sale-omi-eye-quarters-oda-road-akure-ondo-5GFYT
6bedroom Duplex,160000000,0,0,0,"Gwamna Road, Kaduna",North,Kaduna,,08147492573,2,https://www.propertypro.ng/property/house-for-sale-gwamna-road-kaduna-north-kaduna-5GJFY
"20,000sqm (5 Acres Of Land)",3500000000,0,0,0,Facing Oshodi Apapa Expressway,Isolo,Lagos,,08182122039,2,https://www.propertypro.ng/property/land-for-sale-facing-oshodi-apapa-expressway-isolo-lagos-3GRKY
Land,12500000,0,0,0,"Post Housing Estate Lasu Iba, Opposite Lagos State University Iba",Ojo,Lagos,,08022038717,2,https://www.propertypro.ng/property/land-for-sale-post-housing-estate-lasu-iba-opposite-lagos-state-university-iba-ojo-lagos-2GUDT
A Supermart And 4 Bedroom Duplex,140000000, , , ,New Oko Oba Oko Oba,Agege,Lagos,,09078808164,2,https://www.propertypro.ng/property/house-for-sale-new-oko-oba-oko-oba-agege-lagos-7FWRD
Affordable 3 Bedroom Fully Detached Bungalow,10500000,3,3,4,Mowe Ofada/treasure Island Estate Obafemi,Owode,Ogun,Newly Built,09092345715,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-mowe-ofada-treasure-island-estate-obafemi-owode-ogun-0FENU
600 Sqm Land,25000000,0,0,0,Abijo Gra,Ajah,Lagos,Serviced,08083241498,2,https://www.propertypro.ng/property/land-for-sale-abijo-gra-ajah-lagos-1GTCN
6 Units Of Room Self Contained,5000000,0,0,0,Itori,Ewekoro,Ogun,,08056475988,2,https://www.propertypro.ng/property/flat-apartment-for-sale-itori-ewekoro-ogun-2GSWK
A 3 Bedrooms Of 9 Flats,350000000,0,0,0,Illupeju Town Planning Way,Ilupeju,Lagos,,08022569035,2,https://www.propertypro.ng/property/flat-apartment-for-sale-illupeju-town-planning-way-ilupeju-lagos-1GBQG
Luxury/serviced And Furnished 4 Bedroom Terraced Duplex With A Penthouse And Bq,110000000,5,4,5,Life,Camp,Abuja,FurnishedServicedNewly Built,09096807820,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-3GCDV
7unites Of 5bedroom Service And Fully Furnished Luxury Duplex With A Bq,840000000,4,5,5,Adeniyi Jones,Ikeja,Lagos,FurnishedServiced,08080564746,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-8FZQC
Luxurious 4 Bedroom Terrace Duplex,95000000,4,4,4,Lake Side Luxury Court Kado Close To Shoprite Abuja,Jabi,Abuja,FurnishedServicedNewly Built,08038131374,2,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-lake-side-luxury-court-kado-close-to-shoprite-abuja-jabi-abuja-0GMTZ
Land,65000000,0,0,0,Sent Danish Akoka Yaba Akoka,Yaba,Lagos,,08027314383,2,https://www.propertypro.ng/property/house-for-sale-sent-danish-akoka-yaba-akoka-yaba-lagos-1GMGC
Newly Built Carcass 5 Bedroom Fully Detached Duplex In An Estate,75000000,6,5,6,Olokonla,Ajah,Lagos,Newly Built,08062345097,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-olokonla-ajah-lagos-5FUYA
6 Bedroom Duplex,120000000,6,6,7,,Owerri,Imo,Furnished,08034056767,2,https://www.propertypro.ng/property/6-bedroom-house-for-sale-owerri-imo-7GTWB
Fully Detached 5bedroom Duplex,250000000,5,5,6,Lekki Phase 1,Lekki,Lagos,,09075318146,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-4GUFS
Luxury 4 Bedroom And Boys Quarters,95000000,0,0,0,"Ifako, Gbagada, Estate. Ifako Gbagada",Gbagada,Lagos,,08029251981,8,https://www.propertypro.ng/property/flat-apartment-for-sale-ifako-gbagada-estate-ifako-gbagada-gbagada-lagos-8FSZG
Adron Homes Estate,2000000, , , ,Sagamu,Sagamu,Ogun,,08138431284,8,https://www.propertypro.ng/property/land-for-sale-sagamu-sagamu-ogun-1FZKJ
Beautiful 5 Bedrooms Terraced Duplex,70000000,6,5,6,Katampe Close To Tarred Road Katampe,Main,Abuja,,08067992859,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-katampe-close-to-tarred-road-katampe-main-abuja-2GATP
Block Of 7 Flats With A Big Shop,60000000, , , ,Off Grandmate Ago Palace,Okota,Lagos,,07032493391,8,https://www.propertypro.ng/property/house-for-sale-off-grandmate-ago-palace-okota-lagos-3FUHZ
Joint Venture Option Available !,99999999,3,3,3,Magodo Isheri Magodo Kosofe,Kosofe/Ikosi,Lagos,Newly Built,09092345715,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-magodo-isheri-magodo-kosofe-ikosi-lagos-8FHNJ
"10,000 Hectares Commercial Land",100000,0,0,0,,Uhunmwonde,Edo,,08056112401,8,https://www.propertypro.ng/property/land-for-sale-uhunmwonde-edo-9EQNM
6 Units Of Newly Built 4 Bedrooms Terraced Duplex With Attached Bq,400000000,1,1,1,Katampe Katampe,Main,Abuja,Newly Built,08067992859,8,https://www.propertypro.ng/property/10-bedroom-house-for-sale-katampe-katampe-main-abuja-3GATR
Affordable Estate Land With Instant Allocation,4500000, , , ,"Northbrook Estate, Opposite Christopher University Mowe Obafemi",Owode,Ogun,,08122986390,8,https://www.propertypro.ng/property/land-for-sale-northbrook-estate-opposite-christopher-university-mowe-obafemi-owode-ogun-6EYMR
Tastefully Finished 4 Bedroom Semi Detached Duplex,120000000,4,4,5,Citec Estate,Nbora,Abuja,Newly Built,08033217920,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-citec-estate-nbora-abuja-1GLRA
2 Bedroom Bungalow On Half Plot,7000000,2,2,3,Ago Palace,Okota,Lagos,,08122986390,8,https://www.propertypro.ng/property/2-bedroom-house-for-sale-ago-palace-okota-lagos-1EQLB
4 Units Of 6 Bedrooms Detached Duplex,1400000000,1,1,1,Maitama Main,Maitama,Abuja,Newly Built,08067992859,8,https://www.propertypro.ng/property/10-bedroom-house-for-sale-maitama-main-maitama-abuja-5GTDN
4 Bedroom Detached Duplex With 2 Bedroom Flat,65000000,4,4,4,Elebu Oluyole Extension Off Akala Expressway Ibadan Akala Express,Ibadan,Oyo,Furnished,08073632203,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-elebu-oluyole-extension-off-akala-expressway-ibadan-akala-express-ibadan-oyo-9FMSV
18 Bedrooms Incomplete Mansion,3600000000,1,1,1, Wuse,2,Abuja,Newly Built,08182911042,8,https://www.propertypro.ng/property/10-bedroom-house-for-sale-wuse-2-abuja-0FDGJ
4 Bedroom Semi Detached With Bq,65000000,4,4,5,Ikota,Lekki,Lagos,ServicedNewly Built,07046112596,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-9FZVA
4 Bedroom Bungalow,13000000,0,0,0,,Ibadan,Oyo,,09039117316,8,https://www.propertypro.ng/property/house-for-sale-ibadan-oyo-9GSGY
Lovely 2 Bedrooms Flat,9500000,3,2,3,Guidna Area 1 Kubwa Express,Kubwa,Abuja,,08067992859,8,https://www.propertypro.ng/property/2-bedroom-house-for-sale-guidna-area-1-kubwa-express-kubwa-abuja-4GGPG
6 Bedroom Duplex With A 2 Bedroom Basement Bq,200000000,1,1,1,Agodi Gra Agodi,Ibadan,Oyo,,07035571555,8,https://www.propertypro.ng/property/10-bedroom-house-for-sale-agodi-gra-agodi-ibadan-oyo-8GNED
Modern Design 3 Bedroom Bungalow,17500000,3,3,4,Mowe Town/bluestone Treasure Estate,Ifo,Ogun,Newly Built,09092345715,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-mowe-town-bluestone-treasure-estate-ifo-ogun-2FEQD
Newly Built 3 Bedrooms Detached Bungalow,65000000,4,3,4,Efab Queens,Gwarinpa,Abuja,Newly Built,08067992859,3,https://www.propertypro.ng/property/3-bedroom-house-for-sale-efab-queens-gwarinpa-abuja-0FYAS
Estate Land,1400000, , , ,Directly Opposite El Kabir Estate,Keffi,Nassarawa,,08118104677,3,https://www.propertypro.ng/property/land-for-sale-directly-opposite-el-kabir-estate-keffi-nassarawa-5GNCY
2 Numbers Of 2 Bedroom Flats,33000000,0,4,0,General Bustop Igando Ikotun,Ikotun/Igando,Lagos,,08138310553,3,https://www.propertypro.ng/property/4-bedroom-house-for-sale-general-bustop-igando-ikotun-igando-lagos-2GUHA
Newly Built 4 Bedroom Semi Detached Duplex,55000000,4,4,5,"Wale Osiyemi Street, Obasanjo Hilltop Gra Oke Mosan",Abeokuta,Ogun,Newly Built,08131873518,3,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wale-osiyemi-street-obasanjo-hilltop-gra-oke-mosan-abeokuta-ogun-2GMAV
Brand New 3 Bedroom Bungalow With Bq,65000000,3,3,4,Efab Queens Estate,Gwarinpa,Abuja,Newly Built,08033906488,3,https://www.propertypro.ng/property/3-bedroom-house-for-sale-efab-queens-estate-gwarinpa-abuja-9FVUL
11 Plots Of Land*,100000000, , , ,Barnawa Behind Kaduna Poly Kaduna,South,Kaduna,,08147492573,3,https://www.propertypro.ng/property/land-for-sale-barnawa-behind-kaduna-poly-kaduna-south-kaduna-8GMGY
3 Bedroom Bungalow,18000000,2,3,2,Abanla In Ologuneru,Ibadan,Oyo,,07067980197,3,https://www.propertypro.ng/property/3-bedroom-house-for-sale-abanla-in-ologuneru-ibadan-oyo-5GSKM
Luxury 5 Bedroom Semi Detached Duplex,75000000,6,5,6,Off Efab Life,Camp,Abuja,ServicedNewly Built,09096807820,3,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-efab-life-camp-abuja-5GTPC
A Laid Back Uncompleted 3bedroom Boys Quarter At The Back Building At Roofing Stage,10000000,0,0,0,Ijoko Ifo Ogun State Ifo,Ifo,Ogun,,07018146540,3,https://www.propertypro.ng/property/land-for-sale-ijoko-ifo-ogun-state-ifo-ifo-ogun-3FVKT
Lovely 4 Bedroom Detach House With Bq At Victory Park Estate Lekki For 175m,175000000, ,4, ,Victory Park Estate,Lekki,Lagos,,08187201058,3,https://www.propertypro.ng/property/4-bedroom-house-for-sale-victory-park-estate-lekki-lagos-5FQPR
5 Bedroom Detached House At Lekki County Homes Ikota,110000000,5,5,6,"Lekki County Homes, Ikota",Lekki,Lagos,Newly Built,09061500067,3,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-homes-ikota-lekki-lagos-9GHXY
5 Bedroom Detached Duplex,120000000,5,5,5,Lekki County Lekki Phase 1,Lekki,Lagos,,07068861004,3,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-lekki-phase-1-lekki-lagos-2GRDN
Residential Plot Of Land 1400 Square Metres With Rofo,15000000, , , ,Behind M/fire Churchlaw School Bwari Area Council,Bwari,Abuja,,08067992859,3,https://www.propertypro.ng/property/land-for-sale-behind-m-fire-churchlaw-school-bwari-area-council-bwari-abuja-2FULT
600sqm Land,26000000,0,0,0,Mowe Mowe Obafemi,Owode,Ogun,,09072222169,3,https://www.propertypro.ng/property/land-for-sale-mowe-mowe-obafemi-owode-ogun-9GSEF
A Storey Building,60000000,0,0,0,Ishaga Road,Iju,Lagos,,08033149535,3,https://www.propertypro.ng/property/flat-apartment-for-sale-ishaga-road-iju-lagos-0ERMR
A Prime Land Measuring 699sqm,8000000,0,0,0,"Estate, Near Mowe,",Arepo,Ogun,,08132765685,3,https://www.propertypro.ng/property/land-for-sale-estate-near-mowe-arepo-ogun-5GLZW
500sqms Of Land,2400000,0,0,0,Ibadan Moniya,Ibadan,Oyo,,08034787405,3,https://www.propertypro.ng/property/land-for-sale-ibadan-moniya-ibadan-oyo-3GRHS
2 Bedroom Flat,30000000,2,2,3,Oko Addo,Sangotedo,Lagos,Newly Built,08069517086,3,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oko-addo-sangotedo-lagos-7GCKS
12 Units Of 3 Bedroom Apartment With Elevator,1300000000,4,3,0,Katampe,Ext,Abuja,,08082821053,17,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-katampe-ext-abuja-8FZQS
460sqms Of Land,5500000,0,0,0,Nekede,Owerri,Imo,,08034787405,17,https://www.propertypro.ng/property/land-for-sale-nekede-owerri-imo-6GRHK
"Luxury 6 Bedrooms Fully Detached Duplex For Sale In Guzape, Abuja",350000000,6,6,7,,Guzape,Abuja,Newly Built,08056112401,17,https://www.propertypro.ng/property/6-bedroom-house-for-sale-guzape-abuja-0GCTH
150 Rooms Ensuite Hostel,900000000,1,1,1,Adamma Hostel,Owerri,Imo,FurnishedNewly Built,08032675538,17,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-adamma-hostel-owerri-imo-9GFPL
6000sqm Land,25000000,0,0,0,Imam Dauda Street Off Eric Moore Eric Moore,Surulere,Lagos,,08034050731,17,https://www.propertypro.ng/property/land-for-sale-imam-dauda-street-off-eric-moore-eric-moore-surulere-lagos-7GQZK
Residential Land,1200000,0,0,0,Ilu Tutun Oju Ekun Kasumu Road Off Akala Expressway Ibadan Akala Express,Ibadan,Oyo,,08073632203,17,https://www.propertypro.ng/property/land-for-sale-ilu-tutun-oju-ekun-kasumu-road-off-akala-expressway-ibadan-akala-express-ibadan-oyo-5FTSD
Full Plot Of Land,30000000, , , ,Isheri Egbeda,Alimosho,Lagos,,08138310553,17,https://www.propertypro.ng/property/land-for-sale-isheri-egbeda-alimosho-lagos-8GMCQ
Fine Plots Of Land,1000000, , , ,Bluepride Estate Epe Road,Epe,Lagos,,07049487086,17,https://www.propertypro.ng/property/land-for-sale-bluepride-estate-epe-road-epe-lagos-1FAZP
5 Bedroom Bungalow,35000000,5,5,5,Obawole Ifako Ogba,Ogba,Lagos,,07068861004,17,https://www.propertypro.ng/property/5-bedroom-house-for-sale-obawole-ifako-ogba-ogba-lagos-5GSQM
900sqm Of Land,25000000,0,0,0,Anarock Estate,Pyakassa,Abuja,,07032049231,17,https://www.propertypro.ng/property/land-for-sale-anarock-estate-pyakassa-abuja-9GSLR
4 Bedroom Duplex With 2 Units Of 3 Bedroom Flat,85000000, , , ,Orange Gate Oluyole Estate,Ibadan,Oyo,,08056475988,17,https://www.propertypro.ng/property/house-for-sale-orange-gate-oluyole-estate-ibadan-oyo-3FYVC
Land,20000000,0,0,0,Ifako Gbagada,Gbagada,Lagos,,08106855223,17,https://www.propertypro.ng/property/land-for-sale-ifako-gbagada-gbagada-lagos-6GRMH
Land,1200000, , , ,Igbogun Road Okun Imosan Community Free Trade Zone Ibeju,Ibeju-Lekki,Lagos,,09070147323,17,https://www.propertypro.ng/property/land-for-sale-igbogun-road-okun-imosan-community-free-trade-zone-ibeju-lekki-lagos-5GDLV
A Land Measuring 735m2,30000000,0,0,0,"Journalist Estate ,",Arepo,Ogun,,07084372290,17,https://www.propertypro.ng/property/land-for-sale-journalist-estate-arepo-ogun-4GJPD
40000sqm Of Land,3000000000,0,0,0,Kofo Abayomi Victoria,Island,Lagos,,08133154602,17,https://www.propertypro.ng/property/land-for-sale-kofo-abayomi-victoria-island-lagos-0GRPZ
A Bare 2 Plots Of Land Measuring 1200sqm,70000000, , , ,Lagoon Estate Ogudu Orike,Ogudu,Lagos,,08022569035,17,https://www.propertypro.ng/property/land-for-sale-lagoon-estate-ogudu-orike-ogudu-lagos-2GEUN
3 Bedroom Terrace Duplex With Payment Plan,50000000,3,3,4,Ogombo Road/the Estate Ogombo,Ajah,Lagos,Newly Built,09092345715,17,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ogombo-road-the-estate-ogombo-ajah-lagos-3FEWW
A Plot Of Land,22000000,0,0,0,Opposite Nero Bus Stop Sangotedo,Ajah,Lagos,,08122986390,17,https://www.propertypro.ng/property/land-for-sale-opposite-nero-bus-stop-sangotedo-ajah-lagos-9FYML
600sqms Of Land,1500000,0,0,0,"Pinewood Estate, Okun Imedu Orimedu Ibeju",Ibeju-Lekki,Lagos,,08062345097,1,https://www.propertypro.ng/property/land-for-sale-pinewood-estate-okun-imedu-orimedu-ibeju-lekki-lagos-1GQEV
700sqm Land,1400000,0,0,0,Residential Zone Banana Island,Ikoyi,Lagos,,08037939912,1,https://www.propertypro.ng/property/land-for-sale-residential-zone-banana-island-ikoyi-lagos-2GRGU
Massive 6 Bedrooms Bungalow With 3 Parlour And Bq,180000000,4,3,4,5th Avenue,Gwarinpa,Abuja,,08067992859,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-5th-avenue-gwarinpa-abuja-4FJPR
Serviced 3bedroom Flat With A Room Bq,200000000,0,0,0,Awolowo Road,Ikoyi,Lagos,,08132765685,1,https://www.propertypro.ng/property/house-for-sale-awolowo-road-ikoyi-lagos-3GMAB
Land,1350000,0,0,0,Omo Ijebu Epe Epe Road,Epe,Lagos,,09043135508,1,https://www.propertypro.ng/property/land-for-sale-omo-ijebu-epe-epe-road-epe-lagos-3GHBW
Petrol Station,700000000,0,0,0,Lugbe Airport Road,Lugbe,Abuja,,08067992859,1,https://www.propertypro.ng/property/commercial-property-for-sale-lugbe-airport-road-lugbe-abuja-4GTDB
Brand New 4 Bedroom Semi Detached Duplex,65000000,4,4,5,Chevron,Lekki,Lagos,ServicedNewly Built,09071394259,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-2GSCJ
Modern 3 Bedroom Bungalow,25000000,4,3,4,Yakoyo Alagbole,Ojodu,Lagos,,08133154602,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-yakoyo-alagbole-ojodu-lagos-2GRQA
"1,300sqm Of Land",1300000,0,0,0,Residential Zone Banana Island,Ikoyi,Lagos,,08037939912,1,https://www.propertypro.ng/property/land-for-sale-residential-zone-banana-island-ikoyi-lagos-0GRGK
"1,050 Square Metres Joint Venture Land",2000000000,0,0,0,"On Glover Road, Old Ikoyi Old Ikoyi",Ikoyi,Lagos,,07018146540,1,https://www.propertypro.ng/property/land-for-sale-on-glover-road-old-ikoyi-old-ikoyi-ikoyi-lagos-2GKMY
4 Units Of 3bedroom Flat And 4 Units Of1bedroom Flat,120000000,0,0,0,Unity Street Off Toyin Street,Ikeja,Lagos,,08132765685,1,https://www.propertypro.ng/property/house-for-sale-unity-street-off-toyin-street-ikeja-lagos-1GMAB
Affordable Genuine Land,850000,0,0,0,Ketu,Epe,Lagos,,08135593206,1,https://www.propertypro.ng/property/land-for-sale-ketu-epe-lagos-5FYHN
Land,400000000,0,0,0,Pinnock Beach Estate,Lekki,Lagos,,08072804437,1,https://www.propertypro.ng/property/land-for-sale-pinnock-beach-estate-lekki-lagos-7GFYA
A Half Plot Of Land With Bungalow,22000000,0,0,0,Kilo Marsha,Surulere,Lagos,,07018146540,1,https://www.propertypro.ng/property/house-for-sale-kilo-marsha-surulere-lagos-2GBQE
Almost 2 Plots Of Land With 8 Rooms And 5 Shops,28000000, , , ,Meiran Pen Cinema,Agege,Lagos,,09078808164,1,https://www.propertypro.ng/property/flat-apartment-for-sale-meiran-pen-cinema-agege-lagos-2FYXX
Land.,1500000, , , ,"Prime Gateway, Ibon Town. Ibeju",Ibeju-Lekki,Lagos,,09036917125,1,https://www.propertypro.ng/property/land-for-sale-prime-gateway-ibon-town-ibeju-lekki-lagos-6GHUV
Land,150000,0,0,0,Sapphire Garden Estate Awoyaya,Ajah,Lagos,,07064694261,1,https://www.propertypro.ng/property/land-for-sale-sapphire-garden-estate-awoyaya-ajah-lagos-9GPRK
Lovely Blocks Of Flat Of 8 Numbers Of 2 Bedroom Flat,55000000,3,2,3,Governor Road Ikotun Governors Road Ikotun,Ikotun/Igando,Lagos,,08094333071,1,https://www.propertypro.ng/property/2-bedroom-house-for-sale-governor-road-ikotun-governors-road-ikotun-igando-lagos-7FYRA
2 Bedroom Fully Detached Bungalow,15000000,2,2,3,"Behind Federal Housing, Obada, Abeokuta",Abeokuta,Ogun,Newly Built,08131873518,1,https://www.propertypro.ng/property/2-bedroom-house-for-sale-behind-federal-housing-obada-abeokuta-abeokuta-ogun-6GRSE
2 Plots Of Mixed Use Land,25000000, , , ,Opposite Taska Filling Station Akala Express,Ibadan,Oyo,,08056475988,1,https://www.propertypro.ng/property/land-for-sale-opposite-taska-filling-station-akala-express-ibadan-oyo-2FVBZ
Adron Homes Estate,750000,0,0,0,Shimawa,Abeokuta,Ogun,,08138431284,1,https://www.propertypro.ng/property/land-for-sale-shimawa-abeokuta-ogun-3FZLB
4300sqm Land,3200000000, , , ,Alexander Ave Old Ikoyi,Ikoyi,Lagos,,09031533553,1,https://www.propertypro.ng/property/land-for-sale-alexander-ave-old-ikoyi-ikoyi-lagos-7FANM
A Modern Storey Building House,25000000,7,6,7,Aboru Estate Iyana Ipaja,Ipaja,Lagos,,08094333071,1,https://www.propertypro.ng/property/6-bedroom-house-for-sale-aboru-estate-iyana-ipaja-ipaja-lagos-6FYQZ
Spacious 4 Bedrooms Detached Duplex,110000000,4,4,5,Ikota Lekki Ikota,Lekki,Lagos,Newly Built,08060629976,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-ikota-lekki-lagos-1FGEH
School,2000000000,0,0,0,Okoko Amuwo Odofin Amuwo,Odofin,Lagos,,07031567993,1,https://www.propertypro.ng/property/commercial-property-for-sale-okoko-amuwo-odofin-amuwo-odofin-lagos-7FQRC
Decent 3 Bedroom Detached Bungalow,70000000,4,3,4,Fort Royal Estate,Lugbe,Abuja,,08082821053,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-fort-royal-estate-lugbe-abuja-8GATX
"4 Blocks Of 4 Flats, 2 Numbers Of 3 Bedroom Flats & 2 Numbers Of 2 Bedroom Flats",120000000,4,3,4,Fasoro Off Masha,Surulere,Lagos,FurnishedNewly Built,08027314383,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-fasoro-off-masha-surulere-lagos-1GPQX
