listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL
1400sqm Land*,1380000000,0,0,0,Victoria,Island,Lagos,,08136924503,9,https://www.propertypro.ng/property/land-for-sale-victoria-island-lagos-6GVEC
2 Bedroom Apartment,65000000,0,2,0,Located In A Safe And Secure Environment Ikate,Lekki,Lagos,ServicedNewly Built,08036411790,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-located-in-a-safe-and-secure-environment-ikate-lekki-lagos-3GPSP
3plots Of Land*,375000000,0,0,0,Ologolo,Lekki,Lagos,,08136924503,9,https://www.propertypro.ng/property/land-for-sale-ologolo-lekki-lagos-2GVEC
800sqm Land*,140000000,0,0,0,Ologolo,Lekki,Lagos,,08136924503,9,https://www.propertypro.ng/property/land-for-sale-ologolo-lekki-lagos-8GVEB
2 Bedroom Apartment,90000000,0,2,0,Oniru Victoria,Island,Lagos,Serviced,08036411790,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-7GQJC
4 Bedroom Terrace Duplex,90000000,0,4,0,,Gbagada,Lagos,Newly Built,08036411790,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gbagada-lagos-9GQJD
4 Bedroom Terrace Duplex,60000000,0,4,0,Ikota,Lekki,Lagos,Newly Built,08036411790,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-7GQJL
2 Bedroom Apartment,710000,0,2,0,Eko Atlantic Victoria,Island,Lagos,ServicedNewly Built,08036411790,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-eko-atlantic-victoria-island-lagos-3GQJP
3 Bedroom Apartment,875000,0,0,0,Eko Atlantic Victoria,Island,Lagos,ServicedNewly Built,08036411790,9,https://www.propertypro.ng/property/flat-apartment-for-sale-eko-atlantic-victoria-island-lagos-9GQJQ
3 Bedroom Penthouse,2420000,0,3,0,Eko Atlantic Victoria,Island,Lagos,ServicedNewly Built,08036411790,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-eko-atlantic-victoria-island-lagos-8GQJS
1665sqms Of Land,1600000,0,0,0,Located In A Safe And Secured Estate Banana Island,Ikoyi,Lagos,Serviced,08036411790,9,https://www.propertypro.ng/property/land-for-sale-located-in-a-safe-and-secured-estate-banana-island-ikoyi-lagos-0GSBR
51 Acres Of Dry Land Well Sited And Located Along Apapa Oshodi Express Way,300000000, , , ,Oshodi Apapa Expressway Oshodi Expressway,Oshodi,Lagos,,09034282642,9,https://www.propertypro.ng/property/commercial-property-for-sale-oshodi-apapa-expressway-oshodi-expressway-oshodi-lagos-2GVDU
Detached 6 Bedroom Duplex,110000000,0,6,0,"Brains And Hammer Estate,",Apo,Abuja,,07067964004,21,https://www.propertypro.ng/property/6-bedroom-house-for-sale-brains-and-hammer-estate-apo-abuja-2GTQL
10000sqm Land Facing Lekki Epe Expway By Chisco,2600000000, , , ,Lekki Epe Expressway By Chisco Ikate,Lekki,Lagos,,08023357928,21,https://www.propertypro.ng/property/land-for-sale-lekki-epe-expressway-by-chisco-ikate-lekki-lagos-8GVDZ
4 Bedroom Terrace Duplex,200000000,0,4,0,Located In A Prime Location Lekki Phase 1,Lekki,Lagos,Newly Built,08036411790,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-located-in-a-prime-location-lekki-phase-1-lekki-lagos-3GSJA
Beautifully Finished Brand New 4 Bedroom Terrace Duplex,125000000,4,4,5,"Boet Estate, Adeniyi Jones",Ikeja,Lagos,ServicedNewly Built,07057302511,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-boet-estate-adeniyi-jones-ikeja-lagos-7GVDZ
4 Bedroom Fully Detached Duplex,110000000,0,4,0,Located In A Prime Location Ologolo,Lekki,Lagos,Newly Built,08036411790,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-located-in-a-prime-location-ologolo-lekki-lagos-6GSJP
Luxurious 6 Bedroom Detached Duplex,270000000,6,6,7,Ikota,Lekki,Lagos,Newly Built,07031264489,21,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ikota-lekki-lagos-1GRKT
4 Bedroom Semi Detached Duplex,77500000,0,4,0,Vgc,Lekki,Lagos,ServicedNewly Built,08036411790,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-8GUDG
Furnished 28 Rooms Hotel Facing The Road,700000000,1,1,1,Lekki Phase 1,Lekki,Lagos,Furnished,07031264489,21,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-lekki-phase-1-lekki-lagos-6GVDY
4 Bedroom Terrace Duplex At Apo Dutse Abuja | Off Plan,75000000,4,4,5,By Cedacrest Hospital,Apo,Abuja,Newly Built,08052904016,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-cedacrest-hospital-apo-abuja-9GVDX
Luxury 4 Bedroom Detached Duplex With Swimming Pool And Bq,160000000,4,4,5,Agungi,Lekki,Lagos,ServicedNewly Built,08101843892,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-6GVDX
Just Listed | Detached Duplex 4 Bedrooms | 5 Baths | 2 Living Rooms | ??lifecamp | Price: 150 Million Naira. This Property Offers Enough Packing For Up To 6 Cars And Even More Space For A Garden And Swimming If It’,150000000,5,4,5,Life Camp Life,Camp,Abuja,,08056267437,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-life-camp-abuja-6GVDW
"Newly Built 5 Bedroom Detached Duplex With A Bq, Lekki County Homes, Lekki. Lagos State",130000000,5,5,6,Lekki County Homes / Megamond Ikota,Lekki,Lagos,Newly Built,08060283193,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-county-homes-megamond-ikota-lekki-lagos-2GVDW
2units Of Newly Built 4bedroom Detached Duplex With A Bq,60000000,5,4,6,P&t Residential Estate Gowon Estate,Ipaja,Lagos,Newly Built,08093708615,21,https://www.propertypro.ng/property/4-bedroom-house-for-sale-pt-residential-estate-gowon-estate-ipaja-lagos-7GVDV
"Luxurious 5 Bedroom Fully Detached Duplex With A Swimming Pool, Chevron, Lekki. Lagos Nigeria",185000000,5,5,6,Chevron Chevron,Lekki,Lagos,Newly Built,08060283193,21,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-chevron-lekki-lagos-9GVDT
3 Numbers 3 Bedroom Flats,150000000,0,0,0,Thomas Okoya,Surulere,Lagos,,09010008402,21,https://www.propertypro.ng/property/house-for-sale-thomas-okoya-surulere-lagos-4GTBQ
Land,12750000,0,0,0,By Alaro City Epe Road,Epe,Lagos,,09014004443,21,https://www.propertypro.ng/property/land-for-sale-by-alaro-city-epe-road-epe-lagos-1GRHA
1000sqms Of Land,40000000,0,0,0,Orofun Free Trade Zone Ibeju,Ibeju-Lekki,Lagos,,09014004443,21,https://www.propertypro.ng/property/land-for-sale-orofun-free-trade-zone-ibeju-lekki-lagos-6GRGW
300sqms Of Land,6000000,0,0,0,Alaro City Free Trade Zone Ibeju,Ibeju-Lekki,Lagos,,09014004443,21,https://www.propertypro.ng/property/land-for-sale-alaro-city-free-trade-zone-ibeju-lekki-lagos-0GUMF
Serviced 1 Bedroom Apartment,40000000,1,1,2,Malvin Estate Ologolo,Lekki,Lagos,ServicedNewly Built,07016328119,8,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-malvin-estate-ologolo-lekki-lagos-9GVDR
5 Bedroom Fully Detached Duplex,300000000,0,5,0,Northern Foreshore Chevron,Lekki,Lagos,ServicedNewly Built,08036411790,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-northern-foreshore-chevron-lekki-lagos-9GURD
3 Bedroom Flat,16000000,3,3,3,"Ajila, Elebu, Oluyole Extension Akala Express",Ibadan,Oyo,Newly Built,07050223181,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ajila-elebu-oluyole-extension-akala-express-ibadan-oyo-8GUXM
"Newly Built 4 Bedroom Semi Detached Duplex In Chevron, Lekki. Lagos State",90000000,4,4,5,Chevron Chevron,Lekki,Lagos,Newly Built,08060283193,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-lekki-lagos-5GVDQ
3 Bedroom Semi Detached Duplex With Bq,40000000,3,3,3,Bogije,Ajah,Lagos,,08136374915,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-bogije-ajah-lagos-3GLWE
Land,10000000,0,0,0,"Abule Parapo, Awoyaya Ibeju",Ibeju-Lekki,Lagos,,08136374915,8,https://www.propertypro.ng/property/land-for-sale-abule-parapo-awoyaya-ibeju-lekki-lagos-1GLWF
5 Bedrooms Detached House On 462sqm,300000000,5,5,6,"Off Emmanuel Abimbola Cole Street, Lekki Phase 1",Lekki,Lagos,,07057302511,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-emmanuel-abimbola-cole-street-lekki-phase-1-lekki-lagos-7GVDP
Luxury Built 5bedroom Fully Detached Duplex + A Room Bq & Swimming Pool...,150000000,6,5,6,"Orchid Road,",Lekki,Lagos,Newly Built,08167742895,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-road-lekki-lagos-4GVDP
"Mordern Built 4 Bedroom Semi Detached Duplex In Chevron, Lekki. Lagos Nigeria",105000000,4,4,5,Chevron Chevron,Lekki,Lagos,Newly Built,08060283193,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-lekki-lagos-0GVDN
5 Bedroom Semi Detached Duplex With 2rooms Underground Bq Attached In Ikoyi,600000000,5,5,6,Macpherson,Ikoyi,Lagos,Newly Built,08035462644,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-macpherson-ikoyi-lagos-3FANY
17 Rooms Furnished Guest House,2000000,1,1,1,"Osborne Foreshore, Second Avenue, Osborne Towers Osborne Foreshore Estate",Ikoyi,Lagos,Furnished,08035462644,8,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-osborne-foreshore-second-avenue-osborne-towers-osborne-foreshore-estate-ikoyi-lagos-8FARH
3 Bedroom Flat,80000000,3,3,4,"Oniru, Victoria Island Oniru Victoria",Island,Lagos,Serviced,08035462644,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-oniru-victoria-island-oniru-victoria-island-lagos-2GQTH
5 Bedroom House,35000000,5,5,6,3 Bello Finnih Street Ikorodu,Ikorodu,Lagos,Newly Built,07089738295,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-3-bello-finnih-street-ikorodu-ikorodu-lagos-6GSWQ
2 Bedroom Apartment,40000000,1,2,1,Primewater View Street Ikate,Lekki,Lagos,Serviced,07089738295,8,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-primewater-view-street-ikate-lekki-lagos-8GTBN
Full Plot Of Land,20000000,0,0,0,Off Monastery Road Sangotedo,Ajah,Lagos,,07089738295,8,https://www.propertypro.ng/property/land-for-sale-off-monastery-road-sangotedo-ajah-lagos-0GTTD
3 Bedroom Bungalow,40000000,3,3,4,Rccg Car Park C,Arepo,Ogun,,07089738295,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-rccg-car-park-c-arepo-ogun-4GUFM
"Luxury 5 Bedroom Detached Duplex With Swimming Pool, Gym, Open Roof Terrace And Bq",280000000,5,5,6,Osapa London,Lekki,Lagos,ServicedNewly Built,08101843892,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-1GVDH
3bedroom Flat *,65000000,0,0,0,,Gbagada,Lagos,,08032867151,8,https://www.propertypro.ng/property/flat-apartment-for-sale-gbagada-lagos-8GVDG
4 Bedroom Duplex All Rooms Ensuite With Tucked In Boy's Quarter,60000000,5,4,5,Unity Estate,Arepo,Ogun,Furnished,08063654649,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-unity-estate-arepo-ogun-3EYPZ
A 6 Bedroom Duplex All Rooms Ensuite On A Full Plot Of Land,70000000,7,6,7,,Ajah,Lagos,Furnished,08063654649,2,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ajah-lagos-6EYQP
One Bedroom Apartment,22000000,2,1,2,,Ajah,Lagos,Furnished,08063654649,2,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-ajah-lagos-9EYRU
4 Bedroom Terrace Building,35000000,5,4,5,Journalist Estate Phase 1,Arepo,Ogun,Furnished,08063654649,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-journalist-estate-phase-1-arepo-ogun-7FQSL
2 Bedroom Terrace Duplex,42000000,2,2,3,10 Liatris Street Pennisular Gardens Estate Behind Blenco Supermarket Sangotedo. By Lekki Epe Expressway 4 Minutes Drive From Lagos Business School,Sangotedo,Lagos,Furnished,08063654649,2,https://www.propertypro.ng/property/2-bedroom-house-for-sale-10-liatris-street-pennisular-gardens-estate-behind-blenco-supermarket-sangotedo-by-lekki-epe-expressway-4-minutes-drive-from-lagos-business-school-sangotedo-lagos-8FXLS
Four Bedroom Semi Detached Duplex,75000000,5,4,5,Ikota Gra Ikota,Lekki,Lagos,Furnished,08063654649,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-gra-ikota-lekki-lagos-3GCUP
4 Units Of 3 Bedroom Flat,140000000,1,1,1,Dide Olu Court,Ogba,Lagos,,08063654649,2,https://www.propertypro.ng/property/10-bedroom-house-for-sale-dide-olu-court-ogba-lagos-5GFND
5 Bedroom Fully Detached Duplex,75000000,5,5,6,Chevy View Estate Chevron,Lekki,Lagos,,08111018414,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevy-view-estate-chevron-lekki-lagos-4GUXA
4 Bedroom Semi Detached Duplex,100000000,4,4,5,Chevy View Estate Lekki Chevron,Lekki,Lagos,,08111018414,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevy-view-estate-lekki-chevron-lekki-lagos-6GUXC
3bedroom Terrace With 20yrs Payment Plan ( Fmb Funded Project),23000000,3,3, ,Brains And Hammers City Life,Camp,Abuja,Newly Built,08052046734,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-brains-and-hammers-city-life-camp-abuja-1GVDF
Rent To Own 3bedroom Terrace With Nhf Mortgage & 20yrs Payment Plan,23000000,3,3, ,Next To Brains And Hammers City Life,Camp,Abuja,Newly Built,08052046734,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-next-to-brains-and-hammers-city-life-camp-abuja-9FQBK
Land Measuring 45000sqm,550000,0,0,0,"Olusegun Aina Street, Parkview Estate Parkview Estate",Ikoyi,Lagos,,09044442244,2,https://www.propertypro.ng/property/land-for-sale-olusegun-aina-street-parkview-estate-parkview-estate-ikoyi-lagos-2GSGN
Newly Built 4 Bedroom Semi Detached Duplex With Excellent Facilities,290000000,4,4,5,Off Ahmadu Bello Way Victoria,Island,Lagos,,08059149400,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-ahmadu-bello-way-victoria-island-lagos-2GVDD
Top Notch 3 Bedroom Apartment,220000000,4,3,4,On High Density Of Gerald Road Gerard Road,Ikoyi,Lagos,Serviced,09044442244,2,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-on-high-density-of-gerald-road-gerard-road-ikoyi-lagos-3GTJQ
4 Bedroom Apartment,220000000,5,4,5,Off Kingsway Road Close To Golden Gate Old Ikoyi,Ikoyi,Lagos,Serviced,09044442244,2,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-off-kingsway-road-close-to-golden-gate-old-ikoyi-ikoyi-lagos-6GTJU
Land,20000000,0,0,0,Sangotedo Lekki Phase 2,Lekki,Lagos,,09070147323,2,https://www.propertypro.ng/property/land-for-sale-sangotedo-lekki-phase-2-lekki-lagos-3GFJH
500sqms Of Land,6500000,0,0,0,Bolorunpelu Eleranigbe Ibeju,Ibeju-Lekki,Lagos,,09070147323,2,https://www.propertypro.ng/property/land-for-sale-bolorunpelu-eleranigbe-ibeju-lekki-lagos-6GMZB
Land,12000000, , , ,Akodo Ibeju Lekki Akodo Ise Ibeju,Ibeju-Lekki,Lagos,,09070147323,2,https://www.propertypro.ng/property/land-for-sale-akodo-ibeju-lekki-akodo-ise-ibeju-lekki-lagos-7GVDC
600sqms Of Land,900000,0,0,0,Okun Iseki Lacampaigne Tropicana Ibeju,Ibeju-Lekki,Lagos,Serviced,08034787405,2,https://www.propertypro.ng/property/land-for-sale-okun-iseki-lacampaigne-tropicana-ibeju-lekki-lagos-8GRHL
500sqm Of Land,750000,0,0,0,Ketu Epe Road,Epe,Lagos,FurnishedServiced,08034787405,2,https://www.propertypro.ng/property/land-for-sale-ketu-epe-road-epe-lagos-4GUST
500sqm Of Land,2000000,0,0,0,Mowe Ofada Mowe Obafemi,Owode,Ogun,Serviced,08034787405,2,https://www.propertypro.ng/property/land-for-sale-mowe-ofada-mowe-obafemi-owode-ogun-9GUSU
600sqm Of Land,600000,0,0,0,Ado Odo Owode Obafemi,Owode,Ogun,Serviced,08034787405,2,https://www.propertypro.ng/property/land-for-sale-ado-odo-owode-obafemi-owode-ogun-5GUTE
Exquisitely Brand New 4bedroom Fully Detached Duplex With Attached Bq For Sale In Gudu,100000000,4,4,5,Gudu,Duboyi,Abuja,Newly Built,08036492297,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gudu-duboyi-abuja-5GVCX
Newly Built 5 Bedroom Detached House + Bq,650000000,5,5,6,Old Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08124269637,2,https://www.propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-1GAFT
Land,24000000,0,0,0,"Monastry Road, Behind Shoprite Sangotedo",Ajah,Lagos,Serviced,08068892696,2,https://www.propertypro.ng/property/land-for-sale-monastry-road-behind-shoprite-sangotedo-ajah-lagos-4GKFR
Pretty Spacious Fully Serviced 3 Bedroom Maisonette,110000000,3,3,4,Lekki Phase 1,Lekki,Lagos,Newly Built,07088739045,2,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-7GVCW
500sqms Of Land,8500000,0,0,0,"Lekki Free Trade Zone, Dangote Refinery Etc Akodo Ise Ibeju",Ibeju-Lekki,Lagos,,08161458596,2,https://www.propertypro.ng/property/land-for-sale-lekki-free-trade-zone-dangote-refinery-etc-akodo-ise-ibeju-lekki-lagos-1GTKP
Detached 3bedroom Bungalow For Sale In Lugbe..,45000000, ,3, ,"Along Airport Road,opposite Centenary City Abuja.",Lugbe,Abuja,,07067964004,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-along-airport-roadopposite-centenary-city-abuja-lugbe-abuja-3GVCU
Standard 4 Bedrooms Duplex,55000000,4,4,5,Harmony Estate Ago Palace,Okota,Lagos,Serviced,08023084312,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-harmony-estate-ago-palace-okota-lagos-9GCKL
3 Bedroom Flat,58000000,3,3,4,Man City Ago Palace,Okota,Lagos,Serviced,08023084312,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-man-city-ago-palace-okota-lagos-6GDJD
A Decent 3 Bedrooms Flat,26000000,3,3,4,Hamonye Estate Ago Palace,Okota,Lagos,Newly Built,08023084312,2,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-hamonye-estate-ago-palace-okota-lagos-9GNYC
Newly Built 2 Bedrooms Flat,15000000,2,2,3,Lakeview Estate Apple Junction Amuwo,Odofin,Lagos,Newly Built,08023084312,2,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lakeview-estate-apple-junction-amuwo-odofin-lagos-0GPPQ
Block Of 4 Units 2 Bedrooms Flat,58000000,2,2,3,Man City Ago Palace,Okota,Lagos,Serviced,08023084312,2,https://www.propertypro.ng/property/2-bedroom-house-for-sale-man-city-ago-palace-okota-lagos-4GSGV
Residential Land For Sale In Sangotedo Lag6,19000000, , , ,Lexington Gardens,Sangotedo,Lagos,,07034744114,2,https://www.propertypro.ng/property/land-for-sale-lexington-gardens-sangotedo-lagos-5FXDA
Three Bedroom Apartment,34000000,3,3,4,Eastland Golf Estate & Fairfield Apartment Estate Abijo,Ajah,Lagos,Newly Built,07034744114,2,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-eastland-golf-estate-fairfield-apartment-estate-abijo-ajah-lagos-5FXEM
"Offer Buy 2 And Get 1 Free Land Umuokanne By Futo Junction, In Obinze, New Owerri Layout.",2500000, , , ,,Owerri,Imo,,07034744114,2,https://www.propertypro.ng/property/land-for-sale-owerri-imo-7FYBZ
"????the Owner Needs Money Badly???? ??urgent Sales?? ????*hot Direct Sales???? Relatively New Luxury 3bedroom Flat At Kings Estate Arapaja , Beside Green And View Estate , Akala Express Ibadan Documents : Red Copy Survey And Building Plan Purp",13000000,3,3,4,Asunle Akala Express,Ibadan,Oyo,,09026318426,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-asunle-akala-express-ibadan-oyo-9GVCS
"Newly Built 4 Bedroom Semi Detached Duplex In Ajah, Lekki. Lagos State. Nigeria",55000000,4,4,4,Thomas Estate Thomas Estate,Ajah,Lagos,Newly Built,08060283193,2,https://www.propertypro.ng/property/4-bedroom-house-for-sale-thomas-estate-thomas-estate-ajah-lagos-8GVCS
600 Sqms Land,10000000, , , ,Bogije,Sangotedo,Lagos,,07034744114,2,https://www.propertypro.ng/property/land-for-sale-bogije-sangotedo-lagos-2FZRQ
Land,16000000,0,0,0,Delight Estate Eleko Ibeju,Ibeju-Lekki,Lagos,,07034744114,2,https://www.propertypro.ng/property/land-for-sale-delight-estate-eleko-ibeju-lekki-lagos-9GAXL
460 Sqm Land,3500000,0,0,0,"Is Between Obinze New Layout And Oforola. Off Umuokanne Road, Futo Junction, Behind The Army Estate, Army Barracks Obinze,",Owerri,Imo,,07034744114,2,https://www.propertypro.ng/property/land-for-sale-is-between-obinze-new-layout-and-oforola-off-umuokanne-road-futo-junction-behind-the-army-estate-army-barracks-obinze-owerri-imo-1GSUM
