listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Land.,2800000, , , ,,Epe,Lagos,ServicedNewly Built,09036917125,4,https://www.propertypro.ng/property/land-for-sale-his-glory-flourish-estate-phase1-behind-yaba-college-of-technology-epe-road-epe-lagos-5GVGZ,22 Jun 2022
4 Bedroom Terrace Duplex,60000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,09083616685,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-vgc-vgc-lekki-lagos-8GSEA,02 Jun 2022
5 Bedroom Fully Detached Duplex,200000000,5,5,6,,Lekki,Lagos,ServicedNewly Built,09083616685,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-ikate-lekki-lagos-3GSED,02 Jun 2022
4 Bedroom Mansionite,245000000,4,4,5,,Island,Lagos,ServicedNewly Built,09083616685,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-oniru-victoria-island-lagos-2GTLJ,10 Jun 2022
A Beautiful 5 Bedroom Detached Home Within A Gated Community,75000000,6,5,6,,Lugbe,Abuja,ServicedNewly Built,09096807820,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-living-faith-main-auditorium-lugbe-abuja-3GVGY,22 Jun 2022
Exquisite 4 Bedroom Terraced Duplex In A Serene Neighborhood,85000000,5,4,5,Jahi Abuja,Jahi,Abuja,ServicedNewly Built,09096807820,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-jahi-abuja-2GVGY,22 Jun 2022
Tastefully Finished 4 Bedroom Terraced Duplex In A Serene Estate,85000000,5,4,5,,Wuye,Abuja,ServicedNewly Built,09096807820,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-ultra-modern-market-wuye-abuja-1GVGY,22 Jun 2022
Luxury 5 Bedroom Detached Smart Home With Swimming Pool And 2 Rooms Bq In A Serene Environment,300000000,6,5,6,Gwarinpa Abuja,Gwarinpa,Abuja,ServicedNewly Built,09096807820,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-gwarinpa-abuja-9GVGX,22 Jun 2022
Contemporary Corner Piece 4 Bedroom Townhouse With A Bq In A Serene Environment,120000000,5,4,5,Camp,Camp,Abuja,ServicedNewly Built,09096807820,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-abuja-8GVGX,22 Jun 2022
Luxury 5 Bedroom Detached Duplex,550000000,0,5,0,,Lekki,Lagos,ServicedNewly Built,08187156461,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-9GVGW,21 Jun 2022
Executive 4 Bedroom Fully Detached Duplex,250000000,0,4,0,,Lekki,Lagos,ServicedNewly Built,08187156461,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-8GVGW,21 Jun 2022
Standard 4 Bedroom Townhouse Duplex,450000000,0,4,0,Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08187156461,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-ikoyi-lagos-6GVGU,21 Jun 2022
600sqms Of Land,12500000,0,0,0,,Ibeju-Lekki,Lagos,ServicedNewly Built,08132874237,1,https://www.propertypro.ng/property/land-for-sale-amen-estste-12-dangpre-ibeju-lekki-lagos-5GVGU,21 Jun 2022
Luxury 3 Bedroom Apartment,275000000,0,3,0,Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08187156461,14,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ikoyi-ikoyi-lagos-2GVGU,21 Jun 2022
"Fully Serviced 3 Bedroom Apartment With Swimming Pool, Gym And Elevator",200000000,3,3,4,,Lekki,Lagos,ServicedNewly Built,08101843892,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0GVGU,21 Jun 2022
Executive 5bedroom Fully Detached Duplex With 3rooms Bq On 500sqm With Swimming Pool,370000000, ,5, ,,Lekki,Lagos,ServicedNewly Built,08187156461,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-8GVGT,21 Jun 2022
Executive 6bedroom Fully Detached Duplex With Bq In A Good Location,500000000, ,6, ,Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08187156461,12,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ikoyi-ikoyi-lagos-2GVGT,21 Jun 2022
New Luxury 4bedroom Semi Detached Duplex With Bq In A Good Location,600000000, ,4, ,Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08187156461,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-ikoyi-lagos-9GVGS,21 Jun 2022
Stay New 4bedroom Terrace Duplex With Bq Swimming Pool And Gym In A Good Location,180000000, ,4, ,,Lekki,Lagos,ServicedNewly Built,08187156461,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-6GVGS,21 Jun 2022
New Luxury 4bedroom Terrace Duplex With Bq Swimming Pool And Gym,180000000, ,4, ,,Lekki,Lagos,ServicedNewly Built,08187156461,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-1GVGS,21 Jun 2022
"Serviced 4 Bedroom Maisonette With Swimming Pool, Gym And Bq",250000000,4,4,5,,Ikoyi,Lagos,ServicedNewly Built,08101843892,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-banana-island-road-ikoyi-lagos-6GVGR,21 Jun 2022
Land,3500000, , , ,,Ikotun/Igando,Lagos,ServicedNewly Built,08160984499,3,https://www.propertypro.ng/property/land-for-sale-ijedodo-ijegun-ikotun-igando-lagos-1GVGR,21 Jun 2022
Executive Standard 4bedroom Semi Detached Duplex With Bq,170000000, ,4, ,,Lekki,Lagos,ServicedNewly Built,08187156461,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-phase-1-lekki-lagos-4GVGR,21 Jun 2022
Executive 4bedroom Fully Detached Duplex With Bq Swimming Pool And Gym,350000000, ,4, ,,Island,Lagos,ServicedNewly Built,08187156461,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-victoria-island-victoria-island-lagos-9GVGQ,21 Jun 2022
Land,600000, , , ,,Odo/Ota,Ogun,ServicedNewly Built,08160984499,2,https://www.propertypro.ng/property/land-for-sale-sango-ota-ado-odo-ota-ogun-2GMSL,03 May 2022
Executive Standard 4bedroom Semi Detached Duplex With Bq,290000000, , , ,Ikoyi,Ikoyi,Lagos,ServicedNewly Built,08187156461,11,https://www.propertypro.ng/property/house-for-sale-ikoyi-ikoyi-lagos-3GVGQ,21 Jun 2022
Land,4000000, , , ,,Ojodu,Lagos,ServicedNewly Built,08160984499,2,https://www.propertypro.ng/property/land-for-sale-isheri-north-ojodu-lagos-7GLCS,20 Apr 2022
Land,4000000,0,0,0,,Ojodu,Lagos,ServicedNewly Built,08160984499,2,https://www.propertypro.ng/property/land-for-sale-close-to-channels-television-isheri-north-ojodu-lagos-5GLCT,20 Apr 2022
Land,500000, , , ,,Abeokuta,Ogun,ServicedNewly Built,08160984499,4,https://www.propertypro.ng/property/land-for-sale-shoyoye-rounda-abeokuta-ogun-4GLTD,25 Apr 2022
Newly Built 4 Bedroom Detached Duplex,250000000,4,4,4,,Island,Lagos,unstated,09016700607,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-victoria-island-lagos-9GLXD,26 Apr 2022
5 Bedroom Detached Home For Sale!!!,290000000,5,5,6,,Lekki,Lagos,unstated,09015885739,16,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-5GVFH,21 Jun 2022
Fully Serviced 3 Bedroom Massionette,110000000,3,3,4,,Lekki,Lagos,unstated,09034504273,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-9GVFM,21 Jun 2022
Luxury 3 Bedroom Apartment In Ikoyi,220000000, ,3, ,Ikoyi Lagos,Ikoyi,Lagos,unstated,08167606280,11,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ikoyi-lagos-7GVFM,21 Jun 2022
Distress Sale At Unilag Estate,28000000, , , ,,Kosofe/Ikosi,Lagos,unstated,08138310553,1,https://www.propertypro.ng/property/land-for-sale-unilag-estate-magodo-kosofe-ikosi-lagos-6GVFM,21 Jun 2022
"Distress Sale: Two Wings Of 5 Bedrooms Semi Detached Duplex With Bq @ Unity Crescent Off Airport Road , Ladipo Lagos . Asking 100m.",100000000, , , ,,Ikeja,Lagos,unstated,08138248835,1,https://www.propertypro.ng/property/house-for-sale-ladipo-airport-roadikeja-ikeja-lagos-4GVFM,21 Jun 2022
Newly Build 4 Bedroom Terrace Duplex With A Bq,120000000,4,4,4,,Lekki,Lagos,unstated,08060283193,15,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikate-ikate-lekki-lagos-3GVFM,21 Jun 2022
Newly Built 5 Bedroom Detached Duplex With A Bq,170000000,5,5,6,,Lekki,Lagos,unstated,08060283193,15,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-osapa-london-lekki-lagos-0GVFM,21 Jun 2022
*semi Direct Sale* Property Is Back To Market. *a Luxurious Furnished 3bedroom Apartment* For Sale At Anthony Village. *price: #40 Million* Features All Rooms Ensuit Inverter Generator Wifi *pics Available*,40000000, ,3,4,,Maryland,Lagos,unstated,08138248835,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-anthony-village-maryland-lagos-8GVFK,21 Jun 2022
Newly Built 5 Bedroom Detached Duplex With A Bq,12500000,5,5,6,,Lekki,Lagos,unstated,08060283193,20,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ologolo-ologolo-lekki-lagos-7GVFK,21 Jun 2022
For Sale 4 Flat 2 Number Of 3bedrm With 2 Number Of Mini Flat Facing The Main Road. The Property Is Located At Yakoyo (ojodu Area) Title Cofo Price #35m,35000000,3,3,3,,Ojodu,Lagos,unstated,08138248835,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-yakoyo-yakoyo-alagbole-ojodu-lagos-0GVFK,21 Jun 2022
4 Units Of 3 Bedroom Flats,35000000,0,3,0,,Ipaja,Lagos,unstated,08138310553,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-lagos-abeokuta-iyana-ipaja-ipaja-lagos-9GSNH,04 Jun 2022
Block Of 4 Flats @ Adeniyi Jones,200000000, , , ,,Ikeja,Lagos,unstated,08138310553,1,https://www.propertypro.ng/property/house-for-sale-adeniyi-jones-ikeja-lagos-2GVFH,21 Jun 2022
Four Units Of Three Bedrooms Flat,120000000, , , ,,Ikeja,Lagos,unstated,08138310553,5,https://www.propertypro.ng/property/house-for-sale-allen-avenue-ikeja-lagos-7GVFG,21 Jun 2022
Plots Of Land,1500000, , , ,,Agbara-Igbesa,Ogun,unstated,07026494004,1,https://www.propertypro.ng/property/land-for-sale-agbara-agbara-igbesa-ogun-9FVKC,22 Dec 2021
"Newly Built 4 Bedroom Fully Detached Duplex In Ikota, Lekki. Lagos State",90000000,4,4,5,,Lekki,Lagos,unstated,08060283193,14,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-county-homes-ikota-lekki-lagos-2GVFG,21 Jun 2022
4 Units Of 3 Bedroom Flats,33000000,3,3,3,Alimosho,Alimosho,Lagos,unstated,07026494004,5,https://www.propertypro.ng/property/3-bedroom-house-for-sale-egbeda-alimosho-lagos-7GDWA,04 Mar 2022
Luxury 3 Bedroom Flat,22000000,4,3,4,,Ipaja,Lagos,unstated,07026494004,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-abesan-area-ipaja-ipaja-lagos-5GEXC,12 Mar 2022
Furnished 28 Rooms Hotel Facing The Road,700000000,1,1,1,,Lekki,Lagos,unstated,07031264489,5,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-lekki-phase-1-lekki-lagos-6GVDY,21 Jun 2022
4 Bedroom Terrace Duplex At Apo Dutse Abuja | Off Plan,75000000,4,4,5,,Apo,Abuja,unstated,08052904016,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-cedacrest-hospital-apo-abuja-9GVDX,21 Jun 2022
Luxury 4 Bedroom Detached Duplex With Swimming Pool And Bq,160000000,4,4,5,Lekki,Lekki,Lagos,unstated,08101843892,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-lekki-lagos-6GVDX,21 Jun 2022
Just Listed | Detached Duplex 4 Bedrooms | 5 Baths | 2 Living Rooms | ??lifecamp | Price: 150 Million Naira. This Property Offers Enough Packing For Up To 6 Cars And Even More Space For A Garden And Swimming If It’,150000000,5,4,5,,Camp,Abuja,unstated,08056267437,16,https://www.propertypro.ng/property/4-bedroom-house-for-sale-life-camp-life-camp-abuja-6GVDW,21 Jun 2022
2units Of Newly Built 4bedroom Detached Duplex With A Bq,60000000,5,4,6,,Ipaja,Lagos,unstated,08093708615,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-pt-residential-estate-gowon-estate-ipaja-lagos-7GVDV,21 Jun 2022
"Luxurious 5 Bedroom Fully Detached Duplex With A Swimming Pool, Chevron, Lekki. Lagos Nigeria",185000000,5,5,6,,Lekki,Lagos,unstated,08060283193,16,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevron-chevron-lekki-lagos-9GVDT,21 Jun 2022
3 Numbers 3 Bedroom Flats,150000000,0,0,0,,Surulere,Lagos,unstated,09010008402,5,https://www.propertypro.ng/property/house-for-sale-thomas-okoya-surulere-lagos-4GTBQ,08 Jun 2022
Land,12750000,0,0,0,,Epe,Lagos,unstated,09014004443,1,https://www.propertypro.ng/property/land-for-sale-by-alaro-city-epe-road-epe-lagos-1GRHA,26 May 2022
300sqms Of Land,6000000,0,0,0,,Ibeju-Lekki,Lagos,unstated,09014004443,1,https://www.propertypro.ng/property/land-for-sale-alaro-city-free-trade-zone-ibeju-lekki-lagos-0GUMF,16 Jun 2022
Serviced 1 Bedroom Apartment,40000000,1,1,2,,Lekki,Lagos,unstated,07016328119,7,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-malvin-estate-ologolo-lekki-lagos-9GVDR,21 Jun 2022
3 Bedroom Flat,16000000,3,3,3,,Ibadan,Oyo,unstated,07050223181,8,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ajila-elebu-oluyole-extension-akala-express-ibadan-oyo-8GUXM,20 Jun 2022
"Newly Built 4 Bedroom Semi Detached Duplex In Chevron, Lekki. Lagos State",90000000,4,4,5,,Lekki,Lagos,unstated,08060283193,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-lekki-lagos-5GVDQ,21 Jun 2022
3 Bedroom Semi Detached Duplex With Bq,40000000,3,3,3,Ajah,Ajah,Lagos,unstated,08136374915,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-bogije-ajah-lagos-3GLWE,26 Apr 2022
Land,10000000,0,0,0,,Ibeju-Lekki,Lagos,unstated,08136374915,1,https://www.propertypro.ng/property/land-for-sale-abule-parapo-awoyaya-ibeju-lekki-lagos-1GLWF,26 Apr 2022
5 Bedrooms Detached House On 462sqm,300000000,5,5,6,,Lekki,Lagos,unstated,07057302511,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-emmanuel-abimbola-cole-street-lekki-phase-1-lekki-lagos-7GVDP,21 Jun 2022
Luxury Built 5bedroom Fully Detached Duplex + A Room Bq & Swimming Pool...,150000000,6,5,6,,Lekki,Lagos,unstated,08167742895,15,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-road-lekki-lagos-4GVDP,21 Jun 2022
2 Bedroom Apartment,10000000,0,2,0,,Ikotun/Igando,Lagos,unstated,08060803645,4,https://www.propertypro.ng/property/2-bedroom-house-for-sale-isuti-rd-shoga-str-axis-egan-ikotun-igando-lagos-9GQNR,23 May 2022
"Mordern Built 4 Bedroom Semi Detached Duplex In Chevron, Lekki. Lagos Nigeria",105000000,4,4,5,,Lekki,Lagos,unstated,08060283193,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-chevron-lekki-lagos-0GVDN,21 Jun 2022
17 Rooms Furnished Guest House,2000000,1,1,1,,Ikoyi,Lagos,Serviced,08035462644,7,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-osborne-foreshore-second-avenue-osborne-towers-osborne-foreshore-estate-ikoyi-lagos-8FARH,16 Jul 2021
3 Bedroom Flat,80000000,3,3,4,,Island,Lagos,Serviced,08035462644,18,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-oniru-victoria-island-oniru-victoria-island-lagos-2GQTH,24 May 2022
5 Bedroom House,35000000,5,5,6,,Ikorodu,Lagos,Serviced,07089738295,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-3-bello-finnih-street-ikorodu-ikorodu-lagos-6GSWQ,07 Jun 2022
2 Bedroom Apartment,40000000,1,2,1,,Lekki,Lagos,Serviced,07089738295,4,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-primewater-view-street-ikate-lekki-lagos-8GTBN,08 Jun 2022
Full Plot Of Land,20000000,0,0,0,,Ajah,Lagos,Serviced,07089738295,4,https://www.propertypro.ng/property/land-for-sale-off-monastery-road-sangotedo-ajah-lagos-0GTTD,12 Jun 2022
3 Bedroom Bungalow,40000000,3,3,4,,Arepo,Ogun,Serviced,07089738295,4,https://www.propertypro.ng/property/3-bedroom-house-for-sale-rccg-car-park-c-arepo-ogun-4GUFM,15 Jun 2022
"Luxury 5 Bedroom Detached Duplex With Swimming Pool, Gym, Open Roof Terrace And Bq",280000000,5,5,6,,Lekki,Lagos,Serviced,08101843892,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-lekki-lagos-1GVDH,21 Jun 2022
3bedroom Flat *,65000000,0,0,0,Gbagada Lagos,Gbagada,Lagos,Serviced,08032867151,13,https://www.propertypro.ng/property/flat-apartment-for-sale-gbagada-lagos-8GVDG,21 Jun 2022
4 Bedroom Duplex All Rooms Ensuite With Tucked In Boy's Quarter,60000000,5,4,5,,Arepo,Ogun,Serviced,08063654649,25,https://www.propertypro.ng/property/4-bedroom-house-for-sale-unity-estate-arepo-ogun-3EYPZ,02 Jul 2021
A 6 Bedroom Duplex All Rooms Ensuite On A Full Plot Of Land,70000000,7,6,7,Ajah Lagos,Ajah,Lagos,Serviced,08063654649,25,https://www.propertypro.ng/property/6-bedroom-house-for-sale-ajah-lagos-6EYQP,02 Jul 2021
One Bedroom Apartment,22000000,2,1,2,Ajah Lagos,Ajah,Lagos,Serviced,08063654649,2,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-ajah-lagos-9EYRU,02 Jul 2021
4 Bedroom Terrace Building,35000000,5,4,5,,Arepo,Ogun,Serviced,08063654649,22,https://www.propertypro.ng/property/4-bedroom-house-for-sale-journalist-estate-phase-1-arepo-ogun-7FQSL,09 Nov 2021
2 Bedroom Terrace Duplex,42000000,2,2,3,,Sangotedo,Lagos,Serviced,08063654649,10,https://www.propertypro.ng/property/2-bedroom-house-for-sale-10-liatris-street-pennisular-gardens-estate-behind-blenco-supermarket-sangotedo-by-lekki-epe-expressway-4-minutes-drive-from-lagos-business-school-sangotedo-lagos-8FXLS,16 Jan 2022
Four Bedroom Semi Detached Duplex,75000000,5,4,5,,Lekki,Lagos,Serviced,08063654649,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ikota-gra-ikota-lekki-lagos-3GCUP,24 Feb 2022
4 Units Of 3 Bedroom Flat,140000000,1,1,1,,Ogba,Lagos,Serviced,08063654649,5,https://www.propertypro.ng/property/10-bedroom-house-for-sale-dide-olu-court-ogba-lagos-5GFND,17 Mar 2022
5 Bedroom Fully Detached Duplex,75000000,5,5,6,,Lekki,Lagos,Serviced,08111018414,4,https://www.propertypro.ng/property/5-bedroom-house-for-sale-chevy-view-estate-chevron-lekki-lagos-4GUXA,20 Jun 2022
6 Bedroom Duplex + 2 Units Of 3 Bedroom Flat,300000000,1,8,1,,Oshodi,Lagos,Serviced,08063654649,3,https://www.propertypro.ng/property/8-bedroom-house-for-sale-airport-road-oshodi-lagos-1GKKA,13 Apr 2022
4 Bedroom Semi Detached Duplex,100000000,4,4,5,,Lekki,Lagos,Serviced,08111018414,5,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevy-view-estate-lekki-chevron-lekki-lagos-6GUXC,20 Jun 2022
Rent To Own 3bedroom Terrace With Nhf Mortgage & 20yrs Payment Plan,23000000,3,3, ,,Camp,Abuja,Serviced,08052046734,6,https://www.propertypro.ng/property/3-bedroom-house-for-sale-next-to-brains-and-hammers-city-life-camp-abuja-9FQBK,03 Nov 2021
Land Measuring 45000sqm,550000,0,0,0,,Ikoyi,Lagos,Serviced,09044442244,1,https://www.propertypro.ng/property/land-for-sale-olusegun-aina-street-parkview-estate-parkview-estate-ikoyi-lagos-2GSGN,03 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex With Excellent Facilities,290000000,4,4,5,,Island,Lagos,Serviced,08059149400,25,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-ahmadu-bello-way-victoria-island-lagos-2GVDD,21 Jun 2022
Top Notch 3 Bedroom Apartment,220000000,4,3,4,,Ikoyi,Lagos,Serviced,09044442244,29,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-on-high-density-of-gerald-road-gerard-road-ikoyi-lagos-3GTJQ,09 Jun 2022
4 Bedroom Apartment,220000000,5,4,5,,Ikoyi,Lagos,Serviced,09044442244,20,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-off-kingsway-road-close-to-golden-gate-old-ikoyi-ikoyi-lagos-6GTJU,09 Jun 2022
Land,20000000,0,0,0,,Lekki,Lagos,Serviced,09070147323,9,https://www.propertypro.ng/property/land-for-sale-sangotedo-lekki-phase-2-lekki-lagos-3GFJH,16 Mar 2022
500sqms Of Land,6500000,0,0,0,,Ibeju-Lekki,Lagos,Serviced,09070147323,6,https://www.propertypro.ng/property/land-for-sale-bolorunpelu-eleranigbe-ibeju-lekki-lagos-6GMZB,05 May 2022
Land,12000000, , , ,,Ibeju-Lekki,Lagos,Serviced,09070147323,2,https://www.propertypro.ng/property/land-for-sale-akodo-ibeju-lekki-akodo-ise-ibeju-lekki-lagos-7GVDC,21 Jun 2022
600sqms Of Land,900000,0,0,0,,Ibeju-Lekki,Lagos,Serviced,08034787405,7,https://www.propertypro.ng/property/land-for-sale-okun-iseki-lacampaigne-tropicana-ibeju-lekki-lagos-8GRHL,27 May 2022
500sqm Of Land,750000,0,0,0,,Epe,Lagos,Serviced,08034787405,3,https://www.propertypro.ng/property/land-for-sale-ketu-epe-road-epe-lagos-4GUST,18 Jun 2022
500sqm Of Land,2000000,0,0,0,,Owode,Ogun,Serviced,08034787405,2,https://www.propertypro.ng/property/land-for-sale-mowe-ofada-mowe-obafemi-owode-ogun-9GUSU,18 Jun 2022
600sqm Of Land,600000,0,0,0,,Owode,Ogun,Serviced,08034787405,1,https://www.propertypro.ng/property/land-for-sale-ado-odo-owode-obafemi-owode-ogun-5GUTE,18 Jun 2022
Newly Built 5 Bedroom Detached House + Bq,650000000,5,5,6,,Ikoyi,Lagos,Serviced,08124269637,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-1GAFT,06 Feb 2022
