listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
Multipurpose Plot Of Land 1500 Sqm With C Of O,120000000,0,0,0,,Kubwa,Abuja,unstated,08067992859,10,https://www.propertypro.ng/property/land-for-sale-opposite-national-law-school-bwari-fct-kubwa-abuja-6FPGL,27 Oct 2021
Land,120000000,0,0,0,Guzape Abuja,Guzape,Abuja,unstated,08067992859,8,https://www.propertypro.ng/property/land-for-sale-guzape-abuja-4GBWP,18 Feb 2022
3 Plots Of Residential Land,950000, , , ,,Ibadan,Oyo,unstated,08056475988,1,https://www.propertypro.ng/property/land-for-sale-alada-bosere-area-moniya-ibadan-oyo-5GHSC,31 Mar 2022
4 Bedroom Mansionette,650000000,0,4,0,,Ikoyi,Lagos,unstated,08166916941,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-old-ikoyi-ikoyi-lagos-5GQRU,23 May 2022
"3 Bedrooms Duplex For Sale In Jabi, Abuja",100000000,3,3,4,Jabi Abuja,Jabi,Abuja,unstated,08056112401,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-jabi-abuja-5FXZL,20 Jan 2022
Land,600000, , , ,,Ibadan,Oyo,unstated,08065558146,15,https://www.propertypro.ng/property/land-for-sale-10-mins-drive-from-moniya-garrage-3-mins-drive-to-ibadan-inland-dry-port-5-minutes-to-ibadan-rail-track-terminal-6-minutes-to-kings-international-college-moniya-with-good-neighbourhood-estate-moniya-ibadan-oyo-6FYJU,24 Jan 2022
Newly Built 4 Bedroom Duplex,75000000,5,4,5,,Egbe/Idimu,Lagos,unstated,09043135508,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-opic-isheri-egbe-idimu-lagos-3GUBG,14 Jun 2022
Well Fenced And Gated Plot Of Land,12000000,0,0,0,,Ajah,Lagos,unstated,08122986390,6,https://www.propertypro.ng/property/land-for-sale-henry-udofia-close-ogombo-ajah-lagos-6FYMM,24 Jan 2022
Newly Built Detached 4 Bedroom Duplex With Bq,75000000,5,5,5,,Ibadan,Oyo,unstated,07035571555,6,https://www.propertypro.ng/property/5-bedroom-house-for-sale-agodi-gra-agodi-ibadan-oyo-5FWWV,11 Jan 2022
Beautiful Detached 4 Bedroom Duplex,130000000,5,5,6,,Ibadan,Oyo,unstated,08139409831,15,https://www.propertypro.ng/property/5-bedroom-house-for-sale-lane-1-larry-estate-oluyole-extension-oluyole-estate-ibadan-oyo-3GMFQ,28 Apr 2022
Investment Estate Land With Approved Title,3500000, , , ,,Ibeju-Lekki,Lagos,unstated,08122986390,1,https://www.propertypro.ng/property/land-for-sale-ivory-estate-okegun-eleranigbe-ibeju-lekki-lagos-3FGMC,31 Aug 2021
6 Bedroom Duplex All En Suite,50000000,6,6,7,,Owerri,Imo,unstated,08034056767,10,https://www.propertypro.ng/property/6-bedroom-house-for-sale-located-in-owerri-owerri-imo-4FBES,22 Jul 2021
Estate Land,1400000, , , ,Egbeda,Egbeda,Oyo,unstated,08118104677,1,https://www.propertypro.ng/property/land-for-sale-asejire-egbeda-oyo-4GNER,06 May 2022
Shopping Mall,35000000,0,0,0,Lekki,Lekki,Lagos,unstated,08105140514,3,https://www.propertypro.ng/property/commercial-property-for-sale-jakande-lekki-lagos-8GHQF,31 Mar 2022
"Residential Plot Of Land With Rofo 1,097 Sqm",32000000, , , ,,Dakibiyu,Abuja,unstated,08067992859,8,https://www.propertypro.ng/property/land-for-sale-by-international-community-school-ics-dakibiyu-abuja-8GKJC,13 Apr 2022
Gigantic 6 Bedrooms White House Villa In A Diplomatic Zone,430000000,6,6,7,Guzape,Guzape,Abuja,unstated,09096807820,9,https://www.propertypro.ng/property/6-bedroom-house-for-sale-nnpc-guzape-abuja-1FVBG,18 Dec 2021
3 Bedroom Luxury Flats (carcass),30000000,3,3,4,,Gbagada,Lagos,unstated,07046112596,6,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-millenuim-ups-gbagada-lagos-5FZRM,02 Feb 2022
4 Bedroom Semi Detached Duplex,115000000,4,4,5,,Lekki,Lagos,unstated,09169306242,25,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-catholic-church-ologolo-lekki-lagos-5GJAX,04 Apr 2022
Brand New 3 Bedroom Flat With Bq,45000000,3,3,4,,Jahi,Abuja,unstated,08033906488,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-gilmor-jahi-tarred-road-jahi-abuja-7FMBW,08 Oct 2021
Shopping Mall,5000000000,0,0,0,,Camp,Abuja,unstated,08029251981,1,https://www.propertypro.ng/property/commercial-property-for-sale-life-camp-abuja-life-camp-abuja-9GCQN,23 Feb 2022
Distressed 4 Units Of 3bedroom Flat,50000000,0,0,0,Surulere,Surulere,Lagos,unstated,08080564746,2,https://www.propertypro.ng/property/house-for-sale-itire-surulere-lagos-5GLHE,21 Apr 2022
5 Bedroom Detached Duplex,200000000,5,5,6,,Ogudu,Lagos,unstated,08022569035,16,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ogudu-gra-ogudu-lagos-0FQCB,03 Nov 2021
Newly Built 4bedroom Semi Detached House,85000000,4,4,5,,Lekki,Lagos,unstated,08138626902,8,https://www.propertypro.ng/property/4-bedroom-house-for-sale-agungi-agungi-lekki-lagos-7FVMF,24 Dec 2021
3 Bedroom Terrace Duplex,45000000,0,3,0,Lekki Lagos,Lekki,Lagos,unstated,08064537923,8,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-lagos-9EUHE,04 Jun 2021
4 Bedroom Duplex With Swimming Pool,160000000,9,8,9,,Ibadan,Oyo,unstated,07035571555,14,https://www.propertypro.ng/property/8-bedroom-house-for-sale-aerodrome-gra-samonda-ibadan-oyo-5FQBJ,03 Nov 2021
Ensuite 4bedroom Duplex,75000000,4,4,4,,Gbagada,Lagos,unstated,07031567993,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-charley-boy-gbagada-phase-1-gbagada-phase-1-gbagada-lagos-2FPQJ,29 Oct 2021
Super Dry Estate Land With Instant Allocation,5500000, , , ,,Owode,Ogun,ServicedNewly Built,08122986390,5,https://www.propertypro.ng/property/land-for-sale-bluestone-treasure-estate-mowe-obafemi-owode-ogun-5FYMK,24 Jan 2022
Luxury 4 Bedroom Terraced Duplex,90000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,08138626902,15,https://www.propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-chevron-lekki-lagos-6FYRN,25 Jan 2022
Land,22000000,0,0,0,,Ajah,Lagos,ServicedNewly Built,08122986390,4,https://www.propertypro.ng/property/land-for-sale-chesterfield-estate-ogombo-road-ogombo-ajah-lagos-9FZEP,29 Jan 2022
3 Bedroom Terrace Duplex,55000000,3,3,4,,Ajah,Lagos,ServicedNewly Built,08122986390,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ambiance-court-abraham-adesanya-estate-ajah-lagos-7GTJV,09 Jun 2022
Luxury 4 Bedroom Terraces,140000000,4,4,5,,Lekki,Lagos,ServicedNewly Built,08137584753,9,https://www.propertypro.ng/property/4-bedroom-house-for-sale-beach-view-estate-ilasan-lekki-phase-1-lekki-lagos-7GRMC,27 May 2022
Premium 3 Bedroom Apartment With Bq,80000000,2,3,2,,Lekki,Lagos,ServicedNewly Built,08022228917,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-conoil-enyo-petrol-station-ikate-lekki-lagos-2FDGR,07 Aug 2021
Newly Built Luxury 4 Bedroom Smart House,450000000,4,4,5,,Ikoyi,Lagos,ServicedNewly Built,09130000123,6,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-8FKPH,24 Sep 2021
Block Of Flats,75000000,1,8,1,,Gwarinpa,Abuja,ServicedNewly Built,08067992859,1,https://www.propertypro.ng/property/8-bedroom-house-for-sale-gwarinpa-main-gwarinpa-abuja-8FWPH,08 Jan 2022
"1 Hectare Commercial (not Specified) Land For Sale In Jabi, Abuja",1000000000, , , ,Jabi Abuja,Jabi,Abuja,ServicedNewly Built,08056112401,10,https://www.propertypro.ng/property/land-for-sale-jabi-abuja-6EZQC,09 Jul 2021
"Luxury 9bedroom Mansion With 5seating Rooms, Guest House, Bq, Swimming Pool",400000000,9,9,1,,Gwarinpa,Abuja,ServicedNewly Built,08033906488,24,https://www.propertypro.ng/property/9-bedroom-house-for-sale-off-2nd-avenue-gwarinpa-abuja-2FVGY,22 Dec 2021
4 Bedroom Duplex With 2 Units Of 2 Bedroom Flats,65000000,8,8,8,,Ibadan,Oyo,ServicedNewly Built,07035571555,8,https://www.propertypro.ng/property/8-bedroom-house-for-sale-new-bodija-estate-bodija-ibadan-oyo-9FJQC,16 Sep 2021
Newly Built 5 Bedroom Fully Detached Duplex,150000000,5,5,6,,Lekki,Lagos,ServicedNewly Built,09030097979,14,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-second-toll-gate-lekki-phase-2-lekki-lagos-1GTUD,12 Jun 2022
House For Sale At Ikota,500000000,3,3,4,,Lekki,Lagos,ServicedNewly Built,07046112596,26,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-county-ikota-lekki-lagos-5GCLF,22 Feb 2022
"12 Plot Of Land With C Of O At Agbor Road, By Ikpoba Hill, Good For Recreational Park And Hotel Etc.",150000000, , , ,,Ukpoba,Edo,ServicedNewly Built,08062881764,1,https://www.propertypro.ng/property/land-for-sale-agbor-road-by-ikpoba-hill-ukpoba-edo-2ESNM,22 May 2021
Uncompleted 3flat Bungalow Built To Roofing Level,5500000,0,0,0,,Ukpoba,Edo,ServicedNewly Built,08062881764,4,https://www.propertypro.ng/property/house-for-sale-amufi-quarter-close-to-goshen-estate-off-agbor-road-ikpoba-hill-benin-city-ukpoba-edo-3FQRK,08 Nov 2021
4 Bedrooms Semi Detached Duplex With 1 Room Bq,130000000,5,4,5,Wuye,Wuye,Abuja,ServicedNewly Built,08067992859,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-wuye-wuye-abuja-5FWNS,08 Jan 2022
4 Bedroom Detached Duplex,150000000,0,0,0,Lekki,Lekki,Lagos,ServicedNewly Built,07036435999,10,https://www.propertypro.ng/property/house-for-sale-ikate-lekki-lagos-6GUFE,15 Jun 2022
Furnished 3bedroom Flat,85000000,3,3,4,,Ogudu,Lagos,ServicedNewly Built,08148495671,12,https://www.propertypro.ng/property/3-bedroom-house-for-sale-ogudu-gra-ogudu-lagos-1GLEC,20 Apr 2022
4 Bedroom Duplex With 2 Family Lounge,25000000,0,0,0,Ifo,Ifo,Ogun,unstated,08056475988,2,https://www.propertypro.ng/property/house-for-sale-lambe-ifo-ogun-5FQJQ,05 Nov 2021
10 Bedroom Tenement Bungalow,4000000, ,1, ,,Abeokuta,Ogun,unstated,08131873518,7,https://www.propertypro.ng/property/10-bedroom-house-for-sale-elite-road-idi-aba-abeokuta-ogun-5GLFJ,21 Apr 2022
Land,6500000,0,0,0,,Ibeju-Lekki,Lagos,unstated,09070147323,8,https://www.propertypro.ng/property/land-for-sale-siriwon-ibeju-lekki-free-trade-zone-ibeju-lekki-lagos-3GEFN,08 Mar 2022
Estate Land For A Luxury 5 Bedroom Duplex,30000000,0,0,0,Ext,Ext,Abuja,unstated,08067992859,17,https://www.propertypro.ng/property/land-for-sale-katampe-ext-abuja-1GJQR,07 Apr 2022
Plot Of Land,45000000,0,0,0,,Ibadan,Oyo,unstated,08065558146,3,https://www.propertypro.ng/property/land-for-sale-basorun-gra-ibadan-oyo-9FZUS,03 Feb 2022
5 Bedrooms Fully Detached Duplex With Bq,130000000,5,5,6,,Asokoro,Abuja,unstated,08056112401,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-naf-valley-asokoro-abuja-0EUKJ,04 Jun 2021
Gorgeous Well Built 4 Bedroom Fully Detached Duplex,65000000,5,4,5,,Ajah,Lagos,unstated,08094333071,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-gardens-estate-ajah-lagos-1FCLF,01 Aug 2021
4 Bedroom Semi Detached Duplex Distressed Sale,51000000,4,4,5,,Ajah,Lagos,unstated,08035462644,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-palm-city-estate-ado-ajah-lagos-9GSEV,02 Jun 2022
Newly Built 5bedroom Fully Detached Duplex,160000000,6,5,6,Lekki,Lekki,Lagos,unstated,09036917125,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9GNXV,12 May 2022
"Functional 50 Rooms Hotel, Main Bar, Outer Bar, Swimming Pool, Restaurant Hall, Gen House, Security Unit, Laundry Service, A.cs In All Rooms, Cctv Every Where, Large Compound And Is Sitting On A 7 Plots Of Land",900000000,1,1,1,,Owerri,Imo,unstated,08034056767,17,https://www.propertypro.ng/property/10-bedroom-commercial-property-for-sale-located-in-owerri-owerri-imo-8EQSQ,07 May 2021
8 Units Of Flats,18000000,0, ,0,,South,Kaduna,unstated,08056112401,15,https://www.propertypro.ng/property/house-for-sale-kaduna-south-kaduna-2EQRL,06 May 2021
4 Numbers Of 3 Bedroom Flats,28000000,2,3,2,,Egba,Lagos,unstated,08138248835,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-pooposhola-abule-egba-abule-egba-lagos-8GSNP,05 Jun 2022
8 Units Of 3 Bedroom Flat,1000000000,3,3,4,,Ikoyi,Lagos,unstated,08071657170,2,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-old-ikoyi-awolowo-road-ikoyi-lagos-0GCRK,23 Feb 2022
2 Units Of 2bedroom Flat,30000000,2,2,2,,Dei-Dei,Abuja,unstated,08147492573,1,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-saburi-2-dei-dei-abuja-4GJFZ,05 Apr 2022
5 Bedroom Apartment,120000000,0,0,0,,North,Kaduna,unstated,08147492573,2,https://www.propertypro.ng/property/flat-apartment-for-sale-kaduna-gra-kaduna-north-kaduna-6GJFX,05 Apr 2022
Estate Land,1400000, , , ,,Abeokuta,Ogun,unstated,08118104677,1,https://www.propertypro.ng/property/land-for-sale-alamala-alabata-abeokuta-ogun-2GNBF,05 May 2022
Uncompleted 9 Units Of 2 Bedroom Terraced Duplex All Ensuite With Sitting Rooms,80000000,2,2,3,,Owerri,Imo,unstated,08034056767,53,https://www.propertypro.ng/property/2-bedroom-house-for-sale-located-in-owerri-owerri-imo-4FTTZ,06 Dec 2021
600sqm Land,3500000,0,0,0,,Odo/Ota,Ogun,unstated,08118104677,1,https://www.propertypro.ng/property/land-for-sale-shimawa-behind-redeem-redemption-camp-obasanjo-farm-ado-odo-ota-ogun-6GNBB,05 May 2022
Estate Land,5600000, , , ,,Odo/Ota,Ogun,unstated,08118104677,1,https://www.propertypro.ng/property/land-for-sale-shimawa-behind-redeem-redemption-camp-obasanjo-farm-ado-odo-ota-ogun-4GNBC,05 May 2022
600sqm Land,2800000,0,0,0,,Ibadan,Oyo,unstated,08118104677,1,https://www.propertypro.ng/property/land-for-sale-few-minutes-drive-from-university-of-ibadan-ibadan-polytechnic-university-of-ibadan-ibadan-oyo-3GNBA,05 May 2022
5bedroom Fully Detached Duplex.,195000000,6,5,6,,Lekki,Lagos,unstated,09036917125,9,https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-hotel-road-after-2nd-tollgate-lekki-phase-2-lekki-lagos-7GPRA,17 May 2022
4bedroom Semi Detached Duplex,90000000,5,4,5,,Lekki,Lagos,unstated,09036917125,7,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-ologolo-lekki-lagos-0GPQZ,17 May 2022
4 Bedroom Duplex All Ensuite,65000000,4,4,5,,Owerri,Imo,unstated,08034056767,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-located-in-owerri-owerri-imo-2GFNB,17 Mar 2022
Newly Built 3 Bedroom Terrace Duplex,45000000,4,3,4,,Ajah,Lagos,unstated,09036917125,6,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lekki-scheme-2-ajah-lagos-7GKYU,19 Apr 2022
Newly Build 4bedroom Terrace Duplex,170000000,4,4,5,,Lekki,Lagos,unstated,08071657170,1,https://www.propertypro.ng/property/4-bedroom-house-for-sale-oniru-close-to-u3-estate-lekki-phase-1-lekki-lagos-0GCRL,23 Feb 2022
4 Bedroom Bungalow,28000000,4,4,5,,Owerri,Imo,unstated,08034056767,3,https://www.propertypro.ng/property/4-bedroom-house-for-sale-located-in-owerri-owerri-imo-8GRTH,30 May 2022
Standard 5 Bedroom Fully Detached Duplex With Bq,250000000,5,5,6,,Ext,Abuja,unstated,09096807820,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-diplomatic-zone-katampe-ext-abuja-0GAMJ,08 Feb 2022
4 Bedroom Terrace Duplex,180000000,4,4,5,,Lekki,Lagos,unstated,09019001143,10,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-6GNVR,11 May 2022
Tastefully Finished And Serviced 4 Bedroom Terraced Duplex,140000000,4,4,5,Utako Abuja,Utako,Abuja,unstated,08033217920,15,https://www.propertypro.ng/property/4-bedroom-house-for-sale-utako-abuja-7FHRP,09 Sep 2021
Newly Built 3 Bedroom Block Of Flat In A Serene Environment,50000000,4,3,4,Ext,Ext,Abuja,unstated,09096807820,9,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-katampe-ext-abuja-3FNXR,23 Oct 2021
4 Bedroom Semi Detached Duplex,65000000,0,4,0,Lekki Lagos,Lekki,Lagos,unstated,08064537923,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-lagos-0ESJP,21 May 2021
Spacious 4 Bedrooms Semi Detached Duplex With Bq,78000000,4,4,5,,Lekki,Lagos,unstated,08060629976,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-ologolo-estate-ologolo-lekki-lagos-0FCJR,31 Jul 2021
Luxury 2 Bedrooms Apartment With Bq,45000000,2,2,3,,Lekki,Lagos,unstated,08060629976,9,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-osapa-london-lekki-lagos-4FGXA,03 Sep 2021
3 Bedroom Flat,60000000,3,3,4,Utako Abuja,Utako,Abuja,unstated,08056112401,7,https://www.propertypro.ng/property/3-bedroom-house-for-sale-utako-abuja-8GTLW,10 Jun 2022
Fashionable 5 Bedrooms Detached Duplex With Bq,170000000,5,5,6,,Lekki,Lagos,unstated,08060629976,16,https://www.propertypro.ng/property/5-bedroom-house-for-sale-osapa-london-osapa-london-lekki-lagos-2FBYK,28 Jul 2021
5 Bedroom Duplex With 2 Units Of 2 Bedroom Flats On 669sqm,65000000,6,5,6,,Okota,Lagos,unstated,07032493391,3,https://www.propertypro.ng/property/5-bedroom-house-for-sale-off-ago-palace-okota-lagos-4FMXH,14 Oct 2021
Luxury 4 Bedroom Terrace Duplex,140000000,4,4,5,,Jahi,Abuja,Newly Built,08033906488,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gilmor-tarred-road-jahi-abuja-2GTEH,09 Jun 2022
1 Bedroom Apartment,70000000,0,1,0,,Ikoyi,Lagos,Newly Built,08179585997,4,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-sale-old-ikoyi-ikoyi-lagos-5FJPU,16 Sep 2021
Luxury Brand New 5bedroom Mansion With Bq,400000000,5,5,6,Gwarinpa Abuja,Gwarinpa,Abuja,Newly Built,08033906488,12,https://www.propertypro.ng/property/5-bedroom-house-for-sale-gwarinpa-abuja-7FFBH,20 Aug 2021
Brand New Lovely 4bedroom Duplex With Bq,120000000,5,4,5,,Odofin,Lagos,Newly Built,07032493391,18,https://www.propertypro.ng/property/4-bedroom-house-for-sale-amuwo-odofin-amuwo-odofin-lagos-4FRXC,19 Nov 2021
4 Bedroom Terrace Duplex,180000000,4,4,5,,Lekki,Lagos,Newly Built,09019001143,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7GNYX,12 May 2022
4 Bedroom Terrace Duplex,75000000,4,4,5,,Lekki,Lagos,Newly Built,09019001143,13,https://www.propertypro.ng/property/4-bedroom-house-for-sale-orchard-road-lekki-lagos-4GTNV,10 Jun 2022
Classic 4 Beddroom Detached Duplex With Bq,85000000,4,4,5,,Ikeja,Lagos,Newly Built,07049487086,4,https://www.propertypro.ng/property/4-bedroom-house-for-sale-queens-garden-annexii-isheri-north-gra-agidingbi-ikeja-lagos-0FBES,22 Jul 2021
Very Sharp Block Of Six Numbers Of Three Bedroom Flat,80000000,1,1,1,,Okota,Lagos,Newly Built,09133402661,2,https://www.propertypro.ng/property/10-bedroom-house-for-sale-park-view-estate-ago-palace-okota-lagos-2FKQG,24 Sep 2021
Luxurious 2 Bedroom Apartment,55000000,0,2,0,,Lekki,Lagos,Newly Built,08135593206,1,https://www.propertypro.ng/property/2-bedroom-house-for-sale-off-freedom-way-off-regional-road-lekki-chevron-lekki-lagos-9GAUH,10 Feb 2022
Newly Built 4 Bedroom Semi Detached Duplex + Bq,70000000,0,4,0,,Lekki,Lagos,Newly Built,08135593206,11,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-chevron-toll-gate-lekki-chevron-lekki-lagos-9GAUG,10 Feb 2022
6 Blocks Of 3 Bedroom Flats,87000000,0,0,0,Surulere,Surulere,Lagos,Newly Built,08080564746,4,https://www.propertypro.ng/property/house-for-sale-lawanson-surulere-lagos-4GNJX,08 May 2022
"Newly Built 2 And 3 Bedroom Apartment With 24/7 Electricity, Security And Swimming Pool",60000000, ,2, ,,Lekki,Lagos,Newly Built,08135593206,12,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-phase-1-lekki-lagos-6GNGD,07 May 2022
600sqms Of Land,40000000,0,0,0,,Enugu,Enugu,Newly Built,08060036824,1,https://www.propertypro.ng/property/land-for-sale-diamond-estate-enugu-enugu-0GPTG,17 May 2022
Exquisite 5 Bedroom Duplex,150000000,6,5,6,,South,Anambra,Newly Built,08060036824,1,https://www.propertypro.ng/property/5-bedroom-house-for-sale-gra-awka-awka-south-anambra-1GPQC,16 May 2022
Land,47000000,0,0,0,,Enugu,Enugu,Newly Built,08060036824,1,https://www.propertypro.ng/property/land-for-sale-diamond-estate-enugu-enugu-6GPTG,17 May 2022
A Well Fenced Plot Of Land In Independence Layout By Express ..close To Police Station,85000000, , , ,,Enugu,Enugu,Newly Built,08060036824,1,https://www.propertypro.ng/property/land-for-sale-independence-layout-enugu-enugu-3GPTH,17 May 2022
300sqms Of Land,5400000,0,0,0,Ajah,Ajah,Lagos,Newly Built,08135593206,7,https://www.propertypro.ng/property/land-for-sale-awoyaya-ajah-lagos-4GPTX,17 May 2022
5 Bedroom Detached Duplex,130000000,5,5,5,,Kosofe/Ikosi,Lagos,Newly Built,08039129924,8,https://www.propertypro.ng/property/5-bedroom-house-for-sale-magodo-gra-phase-2-kosofe-ikosi-lagos-2GQLX,22 May 2022
3 Bedroom Semi Detached Duplex,60000000,3,3,3,,Ajah,Lagos,Furnished,08038131374,1,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-ajiwe-abraham-adasanya-ajah-abraham-adesanya-estate-ajah-lagos-7GSPP,05 Jun 2022
5bedrooms Detached Duplex,100000000,5,5,6,,Lekki,Lagos,Furnished,08086267650,10,https://www.propertypro.ng/property/5-bedroom-house-for-sale-bera-estate-off-chevron-drive-chevron-lekki-lagos-8GPMB,16 May 2022
Land,1500000,0,0,0,,Abeokuta,Ogun,Furnished,07046112596,2,https://www.propertypro.ng/property/land-for-sale-kobape-kuto-abeokuta-ogun-4GSEM,02 Jun 2022
Pizza And Ice Cream Outlet,10000000,0,0,0,,Village),Abuja,Furnished,08056112401,4,https://www.propertypro.ng/property/commercial-property-for-sale-near-games-village-kaura-games-village-abuja-3GEVM,11 Mar 2022
3bedroom Semi Detached Bungalow,28000000,4,3,4,,Ibeju-Lekki,Lagos,Furnished,08029081736,22,https://www.propertypro.ng/property/3-bedroom-house-for-sale-awoyaya-oribanwa-ibeju-lekki-lagos-6GMAH,27 Apr 2022
Excellent 3 Bedroom Semi Detached Duplex With Bq,50000000,3,3,4,,Ojodu,Lagos,Furnished,08137584753,1,https://www.propertypro.ng/property/3-bedroom-house-for-sale-isheri-north-estate-isheri-north-ojodu-lagos-0GRHV,27 May 2022
"Standard 4units Of 2bedroom Flat Apartment, At Lasu Isheri Road",20000000,3,2,3,,Egbe/Idimu,Lagos,Furnished,08135357500,10,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lasu-road-isheri-egbe-idimu-lagos-8FSUN,27 Nov 2021
4 Bedroom Terrace House With A Room Bq,220000000,4,4,5,,Island,Lagos,Furnished,08187201058,6,https://www.propertypro.ng/property/4-bedroom-house-for-sale-off-adeola-odeku-street-victoria-island-lagos-adeola-odeku-victoria-island-lagos-8GDLS,02 Mar 2022
Fine Plots Of Land,900000, , , ,,Epe,Lagos,Furnished,07049487086,3,https://www.propertypro.ng/property/land-for-sale-the-ascent-epe-road-epe-lagos-5FAZP,19 Jul 2021
Serviced 3 Bedroom Apartment,53000000,3,3,4,,Lekki,Lagos,Furnished,09030097979,15,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-eleganza-second-toll-gate-lekki-phase-2-lekki-lagos-7GSZN,08 Jun 2022
Lovely Serviced 3 Bedroom Flat With Bq And Gen,180000000, , , ,Ikoyi,Ikoyi,Lagos,Furnished,08187201058,11,https://www.propertypro.ng/property/flat-apartment-for-sale-bourdillon-ikoyi-lagos-0FQKQ,05 Nov 2021
11 Units Of 5 Bedroom Classic Contemporary Stand Alone Units,980000000,5,5,1,,Ikoyi,Lagos,Furnished,07066262419,6,https://www.propertypro.ng/property/5-bedroom-house-for-sale-mixed-use-area-banana-island-ikoyi-lagos-8FYLK,24 Jan 2022
320sqm Of Land,120000000,0,0,0,,Ojodu,Lagos,Furnished,07064666727,1,https://www.propertypro.ng/property/land-for-sale-estate-omole-phase-1-ojodu-lagos-8FSBY,22 Nov 2021
5 Bedroom Terrace,135000000,0,5,0,,Lekki,Lagos,Furnished,09087744002,11,https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-sale-elegushi-lekki-phase-1-lekki-lagos-3FSRM,26 Nov 2021
4 Bedroom Massionette,1500000,5,4,5,,Ikoyi,Lagos,Furnished,08023388973,12,https://www.propertypro.ng/property/4-bedroom-house-for-sale-probyn-bourdillon-ikoyi-lagos-8GFGC,15 Mar 2022
Uncompleted 2 Bedroom Bungalow,5500000,0,0,0,,Ikorodu,Lagos,Furnished,08056475988,4,https://www.propertypro.ng/property/house-for-sale-agura-off-gberigbe-road-ikorodu-ikorodu-lagos-2FPUD,31 Oct 2021
3 Numbers Of 3 Bedroom Apartment,80000000,3,3,4,,Okota,Lagos,Furnished,09133402661,2,https://www.propertypro.ng/property/3-bedroom-house-for-sale-idowo-street-ago-palace-way-ago-palace-okota-lagos-3GSHZ,03 Jun 2022
Newly Built 3 Bedroom Apartment With Good Facilities,32000000,3,3,4,,Ajah,Lagos,Furnished,08122986390,3,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-hallyvine-residence-off-monastery-road-sangotedo-ajah-lagos-1FHFD,06 Sep 2021
4 Bedroom Semi Detached Duplex,45000000,0,0,0,,Ajah,Lagos,unstated,08138310553,1,https://www.propertypro.ng/property/house-for-sale-ocean-garden-estate-eko-akete-abijo-ajah-lagos-4GUGY,15 Jun 2022
3 Bedroom Terraced Duplex With Nice Fittings,25000000,4,3,4,,Ajah,Lagos,unstated,09055294872,10,https://www.propertypro.ng/property/3-bedroom-house-for-sale-off-mobil-estate-road-ilaje-ajah-lagos-5FDEP,06 Aug 2021
